date_pub,ccaa,Denominador Poblacional CCAA,Persona institucionalizada con al menos 1 dosis (2),Persona institucionalizada  Pauta Completa (2) ,% Con al menos 1 dosis sobre Denominador Poblacional CCAA,% Pautas Completas sobre Denominador Poblacional CCAA,source_name,source
1/4/21,Totales,405179,397502,367680,0.9810528186307779,0.9074507810128364,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210401.ods
3/4/21,Andalucía,41651,40770,38848,0.9788480468656214,0.9327026962137764,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Aragón,17829,17829,17025,1.0,0.9549049301699478,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Asturias ,11948,11577,11115,0.9689487780381654,0.9302812186139939,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Baleares,5496,5117,4869,0.9310407569141194,0.8859170305676856,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Canarias,10531,10531,9441,1.0,0.8964960592536322,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Cantabria,6919,6821,6429,0.9858361034831624,0.9291805174158116,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Castilla y Leon ,45800,45717,43930,0.9981877729257642,0.9591703056768559,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Castilla - La Mancha,25566,24387,22610,0.9538840647735274,0.8843776891183603,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Cataluña,73343,73068,62908,0.9962504942530302,0.85772330011044,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,C. Valenciana,29500,29240,26788,0.9911864406779659,0.9080677966101696,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Extremadura,15226,14438,13794,0.9482464205963484,0.9059503480887956,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Galicia,23048,22831,21872,0.9905848663658452,0.9489760499826452,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,La Rioja,3390,3341,3224,0.9855457227138644,0.9510324483775812,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Madrid,51179,49548,45552,0.96813146016921,0.890052560620567,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Murcia ,11885,11225,10690,0.9444678165755154,0.8994530921329407,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Navarra,8343,8052,7838,0.9651204602660912,0.9394702145511208,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,País Vasco,23000,22515,20266,0.9789130434782608,0.8811304347826087,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Ceuta,210,192,189,0.9142857142857144,0.9,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Melilla,315,303,292,0.961904761904762,0.926984126984127,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Totales,405179,397502,367680,0.9810528186307779,0.9074507810128364,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
5/4/21,Andalucía,41651,40770,38848,0.9788480468656214,0.9327026962137764,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Aragón,17829,17829,17025,1.0,0.9549049301699478,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Asturias ,11948,11577,11115,0.9689487780381654,0.9302812186139939,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Baleares,5496,5117,4869,0.9310407569141194,0.8859170305676856,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Canarias,10531,10531,9441,1.0,0.8964960592536322,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Cantabria,6919,6821,6429,0.9858361034831624,0.9291805174158116,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Castilla y Leon ,45800,45717,43930,0.9981877729257642,0.9591703056768559,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Castilla - La Mancha,25566,24387,22610,0.9538840647735274,0.8843776891183603,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Cataluña,73343,73068,62908,0.9962504942530302,0.85772330011044,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,C. Valenciana,29500,29240,26788,0.9911864406779659,0.9080677966101696,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Extremadura,15226,14438,13794,0.9482464205963484,0.9059503480887956,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Galicia,23048,22831,21872,0.9905848663658452,0.9489760499826452,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,La Rioja,3390,3341,3224,0.9855457227138644,0.9510324483775812,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Madrid,51179,49548,45552,0.96813146016921,0.890052560620567,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Murcia ,11885,11225,10690,0.9444678165755154,0.8994530921329407,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Navarra,8343,8052,7838,0.9651204602660912,0.9394702145511208,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,País Vasco,23000,22515,20266,0.9789130434782608,0.8811304347826087,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Ceuta,210,192,189,0.9142857142857144,0.9,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Melilla,315,303,292,0.961904761904762,0.926984126984127,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Totales,405179,397502,367680,0.9810528186307779,0.9074507810128364,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
6/4/21,Andalucía,41651,40770,38848,0.9788480468656214,0.9327026962137764,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Aragón,17829,17829,17025,1.0,0.9549049301699478,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Asturias ,11948,11577,11115,0.9689487780381654,0.9302812186139939,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Baleares,5496,5117,4869,0.9310407569141194,0.8859170305676856,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Canarias,10531,10531,9441,1.0,0.8964960592536322,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Cantabria,6919,6821,6429,0.9858361034831624,0.9291805174158116,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Castilla y Leon ,45800,45717,43930,0.9981877729257642,0.9591703056768559,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Castilla - La Mancha,25566,24387,22610,0.9538840647735274,0.8843776891183603,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Cataluña,73343,73068,62908,0.9962504942530302,0.85772330011044,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,C. Valenciana,29500,29240,26788,0.9911864406779659,0.9080677966101696,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Extremadura,15226,14438,13794,0.9482464205963484,0.9059503480887956,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Galicia,23048,22831,21872,0.9905848663658452,0.9489760499826452,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,La Rioja,3390,3341,3224,0.9855457227138644,0.9510324483775812,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Madrid,51179,49548,45552,0.96813146016921,0.890052560620567,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Murcia ,11885,11225,10690,0.9444678165755154,0.8994530921329407,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Navarra,8343,8052,7838,0.9651204602660912,0.9394702145511208,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,País Vasco,23000,22515,20266,0.9789130434782608,0.8811304347826087,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Ceuta,210,192,189,0.9142857142857144,0.9,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Melilla,315,303,292,0.961904761904762,0.926984126984127,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Totales,405179,397502,367680,0.9810528186307779,0.9074507810128364,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
7/4/21,Andalucía,41651,40929,38976,0.9826654822213152,0.9357758517202468,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Aragón,18400,18154,17356,0.9866304347826088,0.9432608695652174,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Asturias ,11948,11617,11149,0.9722966186809509,0.9331268831603616,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Baleares,5496,5122,4916,0.9319505094614264,0.8944687045123726,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Canarias,10605,10601,9471,0.9996228194247996,0.8930693069306931,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Cantabria,7470,7078,6534,0.9475234270414992,0.8746987951807229,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Castilla y Leon ,46000,45882,44168,0.9974347826086956,0.9601739130434782,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Castilla - La Mancha,25566,24510,22929,0.9586951419854496,0.8968551983102558,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Cataluña,75649,74073,63275,0.9791669420613625,0.8364287697127523,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,C. Valenciana,29500,29486,27116,0.9995254237288136,0.9191864406779658,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Extremadura,15226,14458,13913,0.9495599632208064,0.9137659267043216,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Galicia,23048,22949,21881,0.9957046164526206,0.949366539396043,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,La Rioja,3390,3371,3238,0.9943952802359882,0.9551622418879055,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Madrid,51179,49821,46794,0.9734656792825184,0.9143203266964968,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Murcia ,11885,11245,10718,0.9461506100126208,0.9018090029448884,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Navarra,8343,8057,7864,0.965719765072516,0.9425865995445284,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,País Vasco,23000,22924,20333,0.9966956521739132,0.8840434782608696,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Ceuta,210,195,189,0.9285714285714286,0.9,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Melilla,315,305,292,0.9682539682539684,0.926984126984127,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
7/4/21,Totales,408881,400777,371112,0.9801800523868804,0.9076283808736528,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210407.ods
8/4/21,Andalucía,41651,40929,38976,0.9826654822213152,0.9357758517202468,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210408.ods
8/4/21,Aragón,18400,18154,17356,0.9866304347826088,0.9432608695652174,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210408.ods
