date_pub,ccaa,Personas con al menos 1 dosis ≥80 años,Población INE≥80 años,%,Personas con al menos 1 dosis 70-79 años,Población INE70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,Población INE60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,Población INE50-59 años,%.3,Personas con al menos 1 dosis 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
5/4/21,Extremadura,68249,76005,0.8979540819682915,5203,91876,0.0566306761286952,23810,125297,0.19002849230228977,20856,169216,0.12325075642965204,39427,351778,0.11207920904661463,2070,76088,0.027205341183892336,42,20953,0.0020044862310886267,159657,911213,0.17521369866321046,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Galicia,188221,234302,0.8033264760864184,5055,289762,0.017445351702431652,19953,346927,0.057513540312515314,60291,405889,0.14854061085666279,91979,889004,0.10346297654453748,4049,152745,0.02650823267537399,3,44014,6.816013086745126e-05,369551,2362643,0.1564142360906832,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,La Rioja,16149,22207,0.7272031341468906,738,28125,0.02624,6614,37718,0.17535394241476218,6485,47664,0.13605656260490098,12689,107618,0.11790778494303927,1244,21170,0.058762399622106755,8,6286,0.0012726694241170856,43927,270788,0.16221915299053133,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Madrid,250721,364122,0.6885631738812815,31438,526081,0.05975885842674417,97223,703323,0.13823378447740228,102100,972783,0.10495660388802025,264040,2513737,0.10503883262250585,21396,479716,0.04460138915525019,83,135861,0.0006109185123030156,767001,5695623,0.13466498748249314,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Murcia,60206,69771,0.8629086583250921,2979,102899,0.028950718665876247,15375,146909,0.10465662416870307,24925,213256,0.11687830588588363,57965,551265,0.1051490662385604,6988,118667,0.058887475035182484,103,34712,0.0029672735653376355,168541,1237479,0.13619705869756174,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Navarra,33340,41166,0.8098916581645047,1892,55792,0.03391167192429022,5342,73844,0.0723416932993879,12651,96694,0.13083541895050366,25323,223028,0.11354179744247359,3199,48505,0.06595196371508091,4,13906,0.00028764562059542645,81751,552935,0.14784920469856314,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,País Vasco,98754,157950,0.6252231718898386,4108,213081,0.019279053505474444,21099,280119,0.07532155976567102,45257,339977,0.13311782855899076,85442,724849,0.11787558512186676,10771,140323,0.07675862118113211,6,41824,0.0001434583014537108,265437,1898123,0.13984183322155624,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Ceuta,2072,2605,0.7953934740882918,1154,4318,0.2672533580361278,607,7857,0.07725595010818379,1516,11556,0.13118726202838352,3372,30066,0.11215326282179205,262,7581,0.03456008442158027,0,2175,0.0,8983,66158,0.13578100909942864,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Melilla,1531,2349,0.6517667092379736,1575,3748,0.4202241195304162,760,7827,0.09709978280311742,1496,11299,0.13240109744225154,3213,30095,0.10676192058481475,190,8536,0.02225866916588566,6,2324,0.0025817555938037868,8771,66178,0.13253649248995134,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Fuerzas Armadas,0,-,-,4,-,-,1267,-,-,5736,-,-,34720,-,-,3519,-,-,0,-,-,45246,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Total España,2241616,2834024,0.7909657786948876,198246,3960045,0.05006155233084472,686301,5336986,0.12859336711769526,822495,7033306,0.11694287153153865,1778611,16706113,0.10646468152106957,162511,3310299,0.04909254420824222,1108,949049,0.0011674845029076475,5890888,40129822,0.1467957669984183,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
