date_pub,ccaa,Personas pauta completa ≥80 años,Población INE≥80 años,%,Personas pauta completa 70-79 años,Población INE70-79 años,%.1,Personas pauta completa 60-69 años,Población INE60-69 años,%.2,Personas pauta completa 50-59 años,Población INE50-59 años,%.3,Personas pauta completa 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
3/4/21,Extremadura,34336,76005,0.4517597526478521,3005,91876,0.032707126997257176,7161,125297,0.05715220635769412,12206,169216,0.07213265885022693,19146,351778,0.054426371177276577,880,76088,0.01156555567237935,35,20953,0.0016704051925738558,76769,911213,0.08424923700605676,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Galicia,88313,234302,0.3769195312033188,3876,289762,0.013376495192606346,15948,346927,0.04596932495885302,23038,405889,0.056759360317722336,37937,889004,0.04267359876895942,1443,152745,0.009447117745261711,3,44014,6.816013086745126e-05,170558,2362643,0.07218949286879144,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,La Rioja,12218,22207,0.5501868780114378,656,28125,0.023324444444444443,2331,37718,0.06180073174611591,3317,47664,0.06959130580731789,4664,107618,0.04333847497630508,372,21170,0.01757203589985829,2,6286,0.0003181673560292714,23560,270788,0.08700533258490037,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Madrid,169352,364122,0.4650968631392775,7520,526081,0.014294376721455442,29261,703323,0.041603928778100534,49925,972783,0.051321826142109804,108427,2513737,0.04313378845917453,12782,479716,0.02664493158452084,35,135861,0.00025761624012777764,377302,5695623,0.06624420190732427,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Murcia,37088,69771,0.5315675567212739,2328,102899,0.022624126570714973,7401,146909,0.05037812523398839,13730,213256,0.06438271373372847,27325,551265,0.04956781221372661,2485,118667,0.02094095241305502,95,34712,0.0027368057156026736,90452,1237479,0.07309376563157839,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Navarra,13618,41166,0.3308069766312005,1725,55792,0.03091841124175509,3964,73844,0.05368073235469368,7398,96694,0.07650940079012142,12050,223028,0.05402909051778252,879,48505,0.018121843108957838,4,13906,0.00028764562059542645,39638,552935,0.07168654543481602,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,País Vasco,37980,157950,0.24045584045584045,3360,213081,0.015768651357934305,11091,280119,0.039593886883788676,19548,339977,0.05749800721813535,30857,724849,0.042570245664959185,2696,140323,0.01921281614560692,2,41824,4.7819433817903595e-05,105534,1898123,0.0555991366207564,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Ceuta,1564,2605,0.6003838771593091,368,4318,0.08522464103751737,306,7857,0.038946162657502864,510,11556,0.044132917964693666,810,30066,0.026940730393135104,43,7581,0.005672074924152486,0,2175,0.0,3601,66158,0.05443030321351915,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Melilla,856,2349,0.36441038739889314,56,3748,0.014941302027748132,248,7827,0.031685192283122526,428,11299,0.03787945835914683,774,30095,0.025718557899983386,55,8536,0.006443298969072165,6,2324,0.0025817555938037868,2423,66178,0.03661337604642026,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Fuerzas Armadas,0,-,-,4,-,-,430,-,-,1018,-,-,3406,-,-,134,-,-,0,-,-,4992,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
3/4/21,Total España,1245988,2834024,0.4396532986312042,109733,3960045,0.027710038648550712,259473,5336986,0.04861789032236547,409642,7033306,0.058243164736469594,747364,16706113,0.044735959825005375,68143,3310299,0.02058514955899754,805,949049,0.0008482175314446357,2841148,40129822,0.07079891856983567,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210403.ods
