date_pub,ccaa,Personas con al menos 1 dosis ≥80 años,Población INE≥80 años,%,Personas con al menos 1 dosis 70-79 años,Población INE70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,Población INE60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,Población INE50-59 años,%.3,Personas con al menos 1 dosis 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
1/4/21,Extremadura,68112,76005,0.8961515689757252,5102,91876,0.0555313683660586,20499,125297,0.16360327861002258,20453,169216,0.12086918494704993,38628,351778,0.1098078902034806,2031,76088,0.026692776784775524,42,20953,0.0020044862310886267,154867,911213,0.16995696944622168,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210401.ods
1/4/21,Galicia,160548,234302,0.6852182226357436,5018,289762,0.017317660700851042,18048,346927,0.05202247158624149,58091,405889,0.14312040976720236,91029,889004,0.1023943649297416,3736,152745,0.024459065763200106,3,44014,6.816013086745126e-05,336473,2362643,0.14241381368238876,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210401.ods
1/4/21,La Rioja,16134,22207,0.7265276714549467,738,28125,0.02624,6613,37718,0.17532742987433056,6482,47664,0.13599362202081236,12688,107618,0.11789849281718671,1244,21170,0.058762399622106755,7,6286,0.0011135857461024498,43906,270788,0.1621416015480745,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210401.ods
1/4/21,Madrid,250520,364122,0.6880111610943584,14434,526081,0.027436839574134023,64122,703323,0.09117005984448112,102022,972783,0.10487642156575516,263816,2513737,0.10494972226609228,21087,479716,0.0439572580443429,82,135861,0.0006035580482993647,716083,5695623,0.12572514016464925,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210401.ods
1/4/21,Murcia,56696,69771,0.8126012240042424,2945,102899,0.028620297573348625,10130,146909,0.0689542505905016,24302,213256,0.11395693438871592,57357,551265,0.10404614840412506,6934,118667,0.05843242013365131,103,34712,0.0029672735653376355,158467,1237479,0.1280563144909934,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210401.ods
1/4/21,Navarra,33340,41166,0.8098916581645047,1892,55792,0.03391167192429022,5342,73844,0.0723416932993879,12651,96694,0.13083541895050366,25323,223028,0.11354179744247359,3199,48505,0.06595196371508091,4,13906,0.00028764562059542645,81751,552935,0.14784920469856314,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210401.ods
1/4/21,País Vasco,98754,157950,0.6252231718898386,4108,213081,0.019279053505474444,21099,280119,0.07532155976567102,45257,339977,0.13311782855899076,85442,724849,0.11787558512186676,10771,140323,0.07675862118113211,6,41824,0.0001434583014537108,265437,1898123,0.13984183322155624,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210401.ods
1/4/21,Ceuta,1725,2605,0.6621880998080614,422,4318,0.09773043075497916,464,7857,0.05905561919307624,1419,11556,0.12279335410176531,3342,30066,0.11115545799241669,253,7581,0.03337290594908324,0,2175,0.0,7625,66158,0.1152543910033556,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210401.ods
1/4/21,Melilla,1473,2349,0.6270753512132823,1159,3748,0.3092315901814301,573,7827,0.07320812571866615,1463,11299,0.12948048499867246,3139,30095,0.10430304037215485,177,8536,0.020735707591377696,6,2324,0.0025817555938037868,7990,66178,0.12073498745806764,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210401.ods
1/4/21,Fuerzas Armadas,0,-,-,4,-,-,1074,-,-,4421,-,-,26663,-,-,2946,-,-,0,-,-,35108,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210401.ods
1/4/21,Total España,2126877,2834024,0.7504795301662935,165201,3960045,0.04171695018617213,544513,5336986,0.10202631222941189,803275,7033306,0.11421015948971934,1745608,16706113,0.10448917710541046,158574,3310299,0.047903225660280234,1092,949049,0.0011506255209162014,5545140,40129822,0.13818002980426874,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210401.ods
