date_pub,ccaa,Personas pauta completa ≥80 años,Población INE≥80 años,%,Personas pauta completa 70-79 años,Población INE70-79 años,%.1,Personas pauta completa 60-69 años,Población INE60-69 años,%.2,Personas pauta completa 50-59 años,Población INE50-59 años,%.3,Personas pauta completa 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
5/4/21,Extremadura,34338,76005,0.45178606670613775,3005,91876,0.032707126997257176,7161,125297,0.05715220635769412,12206,169216,0.07213265885022693,19146,351778,0.054426371177276577,880,76088,0.01156555567237935,35,20953,0.0016704051925738558,76771,911213,0.08425143188255654,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Galicia,88314,234302,0.37692379919932395,4244,289762,0.014646502992110767,16132,346927,0.04649969590144324,23096,405889,0.056902256528262654,37940,889004,0.04267697333195351,1443,152745,0.009447117745261711,3,44014,6.816013086745126e-05,171172,2362643,0.07244937131847681,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,La Rioja,12218,22207,0.5501868780114378,656,28125,0.023324444444444443,2331,37718,0.06180073174611591,3317,47664,0.06959130580731789,4664,107618,0.04333847497630508,372,21170,0.01757203589985829,2,6286,0.0003181673560292714,23560,270788,0.08700533258490037,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Madrid,169388,364122,0.46519573110111445,7525,526081,0.014303880961296835,29264,703323,0.04160819424361211,49932,972783,0.05132902199154385,108440,2513737,0.043138960042359245,12784,479716,0.026649100717924774,35,135861,0.00025761624012777764,377368,5695623,0.06625578975293835,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Murcia,37090,69771,0.5315962219260151,2330,102899,0.022643563105569538,7402,146909,0.05038493216889367,13730,213256,0.06438271373372847,27326,551265,0.04956962622332272,2485,118667,0.02094095241305502,95,34712,0.0027368057156026736,90458,1237479,0.0730986141987056,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Navarra,13618,41166,0.3308069766312005,1725,55792,0.03091841124175509,3964,73844,0.05368073235469368,7398,96694,0.07650940079012142,12050,223028,0.05402909051778252,879,48505,0.018121843108957838,4,13906,0.00028764562059542645,39638,552935,0.07168654543481602,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,País Vasco,37981,157950,0.24046217157328267,3360,213081,0.015768651357934305,11091,280119,0.039593886883788676,19548,339977,0.05749800721813535,30857,724849,0.042570245664959185,2696,140323,0.01921281614560692,2,41824,4.7819433817903595e-05,105535,1898123,0.05559966345700463,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Ceuta,1582,2605,0.6072936660268714,373,4318,0.08638258452987495,310,7857,0.03945526282296042,511,11556,0.04421945309795777,813,30066,0.027040510876072642,44,7581,0.005803983643318823,0,2175,0.0,3633,66158,0.05491399377248405,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Melilla,860,2349,0.3661132396764581,57,3748,0.015208110992529349,248,7827,0.031685192283122526,429,11299,0.03796796176652801,775,30095,0.025751786010965276,55,8536,0.006443298969072165,6,2324,0.0025817555938037868,2430,66178,0.03671915137961256,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Fuerzas Armadas,0,-,-,4,-,-,430,-,-,1020,-,-,3411,-,-,134,-,-,0,-,-,4999,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
5/4/21,Total España,1253462,2834024,0.44229053811823754,111076,3960045,0.028049176208856212,260659,5336986,0.04884011312752179,410374,7033306,0.05834724097032036,748165,16706113,0.04478390634613809,68260,3310299,0.020620493798294354,810,949049,0.0008534859633169625,2852806,40129822,0.07108942571437271,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210405.ods
