date_pub,ccaa,Personas pauta completa >=80 años,%,Personas pauta completa 70-79 años,%.1,Personas pauta completa 60-69 años,%.2,Personas pauta completa 50-59 años,%.3,Personas pauta completa 40-49 años,%.4.1,Personas pauta completa 25-39 años,%.4.2,18-24 años,%.5,16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
4/6/21,Extremadura,76432,1.0,90164,0.981,44993,0.359,30477,0.18,11688,0.073,11220,0.058,1182,0.016,63,0.003,266219,911213,0.292,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210604.pdf
4/6/21,Galicia,237051,1.0,279289,0.964,75756,0.218,103001,0.254,28334,0.064,25023,0.056,2519,0.016,39,0.001,751012,2362643,0.318,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210604.pdf
4/6/21,La Rioja,22939,1.0,27939,0.993,14717,0.39,8073,0.169,2948,0.056,2682,0.049,479,0.023,10,0.002,79787,270788,0.295,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210604.pdf
4/6/21,Madrid,361709,0.993,473210,0.9,117070,0.166,187735,0.193,74620,0.064,84765,0.063,17449,0.036,321,0.002,1316879,5695623,0.231,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210604.pdf
4/6/21,Murcia,71457,1.0,92307,0.897,36014,0.245,40226,0.189,23024,0.091,22851,0.077,5602,0.047,122,0.004,291603,1237479,0.236,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210604.pdf
4/6/21,Navarra,41664,1.0,54548,0.978,17144,0.232,26543,0.275,9068,0.084,8686,0.076,1329,0.027,8,0.001,158990,552935,0.288,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210604.pdf
4/6/21,País Vasco,158625,1.0,202259,0.949,52685,0.188,62050,0.183,21888,0.06,21703,0.06,4162,0.03,30,0.001,523402,1898123,0.276,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210604.pdf
4/6/21,Ceuta,2288,0.878,3567,0.826,1538,0.196,3359,0.291,1412,0.112,1141,0.065,293,0.039,7,0.003,13605,66158,0.206,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210604.pdf
4/6/21,Melilla,1813,0.772,2859,0.763,2139,0.273,3329,0.295,1659,0.138,1535,0.085,211,0.025,6,0.003,13551,66178,0.205,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210604.pdf
4/6/21,Fuerzas Armadas,7,-,6,-,645,-,1925,-,3718,-,6301,-,740,-,0,-,13342,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210604.pdf
4/6/21,Total España,2847022,1.0,3696096,0.933,1063850,0.199,1337959,0.19,603300,0.076,594195,0.067,112762,0.034,2025,0.002,10257209,40129822,0.256,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_GIV_comunicacion_20210604.pdf
