date_pub,ccaa,Personas pauta completa ≥80 años,Población INE≥80 años,%,Personas pauta completa 70-79 años,Población INE70-79 años,%.1,Personas pauta completa 60-69 años,Población INE60-69 años,%.2,Personas pauta completa 50-59 años,Población INE50-59 años,%.3,Personas pauta completa 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
6/4/21,Extremadura,35075,76005,0.4614827971843958,3019,91876,0.03285950629108799,7272,125297,0.05803810147090513,12314,169216,0.07277089636913767,19241,351778,0.054696427860753086,882,76088,0.011591841026180213,35,20953,0.0016704051925738558,77838,911213,0.08542239849519268,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Galicia,92514,234302,0.39484938242097806,4532,289762,0.01564042213954901,16409,346927,0.04729813476610353,23237,405889,0.05724964214354171,38056,889004,0.042807456434391745,1448,152745,0.009479852040983339,3,44014,6.816013086745126e-05,176199,2362643,0.0745770732184253,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,La Rioja,12890,22207,0.5804476066105282,657,28125,0.02336,2331,37718,0.06180073174611591,3318,47664,0.06961228600201409,4664,107618,0.04333847497630508,372,21170,0.01757203589985829,2,6286,0.0003181673560292714,24234,270788,0.08949436459518147,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Madrid,184563,364122,0.5068713233476692,7731,526081,0.014695455642762235,29504,703323,0.0419494314845384,50139,972783,0.051541813539093505,108838,2513737,0.0432972900506298,12826,479716,0.026736652519407315,35,135861,0.00025761624012777764,393636,5695623,0.06911201812339055,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Murcia,37414,69771,0.5362399850940935,2337,102899,0.02271159097756052,7411,146909,0.050446194583041205,13738,213256,0.064420227332408,27351,551265,0.04961497646322549,2490,118667,0.020983087126159757,95,34712,0.0027368057156026736,90836,1237479,0.07340407392771918,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Navarra,16947,41166,0.41167468299081766,1734,55792,0.031079724691712073,3998,73844,0.054141162450571476,7459,96694,0.07714025689287857,12131,223028,0.05439227361586886,893,48505,0.018410473147098236,4,13906,0.00028764562059542645,43166,552935,0.07806704223823777,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,País Vasco,45116,157950,0.2856346945235834,3504,213081,0.016444450701845775,11933,280119,0.04259975224815168,20520,339977,0.060357024151633784,32200,724849,0.04442304535151459,2853,140323,0.020331663376638186,4,41824,9.563886763580719e-05,116130,1898123,0.061181493507006655,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Ceuta,1582,2605,0.6072936660268714,373,4318,0.08638258452987495,312,7857,0.039709812905689194,511,11556,0.04421945309795777,813,30066,0.027040510876072642,44,7581,0.005803983643318823,0,2175,0.0,3635,66158,0.05494422443241936,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Melilla,861,2349,0.3665389527458493,57,3748,0.015208110992529349,269,7827,0.03436821259741919,449,11299,0.03973802991415169,794,30095,0.026383120119621198,55,8536,0.006443298969072165,6,2324,0.0025817555938037868,2491,66178,0.03764090785457403,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Fuerzas Armadas,0,-,-,4,-,-,431,-,-,1026,-,-,3432,-,-,134,-,-,0,-,-,5027,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Total España,1294524,2834024,0.45677947681459297,112217,3960045,0.028337304247805267,262529,5336986,0.049190498157574335,412325,7033306,0.05862463541327507,751289,16706113,0.04497090376438852,68595,3310299,0.020721693115939074,812,949049,0.0008555933360658933,2902291,40129822,0.07232254855254529,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
