PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Córdoba;26JUN2021;62;515;76;727
Salamanca;26JUN2021;1;33;4;231
Madrid;26JUN2021;83;2388;256;5212
Toledo;26JUN2021;5;95;10;243
Girona;26JUN2021;32;248;11;512
Alicante/Alacant;26JUN2021;29;588;70;1429
Granada;26JUN2021;27;157;49;548
Sevilla;26JUN2021;35;658;178;1253
Cantabria;26JUN2021;9;109;92;1185
Almería;26JUN2021;2;46;46;776
Huelva;26JUN2021;7;79;14;360
Lleida;26JUN2021;17;185;7;195
Rioja, La;26JUN2021;11;256;15;246
Murcia;26JUN2021;19;409;55;1535
Segovia;26JUN2021;1;30;3;85
Pontevedra;26JUN2021;18;403;32;1001
Coruña, A;26JUN2021;11;468;44;1608
Cáceres;26JUN2021;11;112;42;335
Soria;26JUN2021;2;19;3;115
Valencia/València;26JUN2021;133;508;283;2510
Ciudad Real;26JUN2021;3;78;4;236
Ourense;26JUN2021;2;199;13;348
Cádiz;26JUN2021;25;319;102;871
Baleares;26JUN2021;34;1160;77;1572
Burgos;26JUN2021;16;95;8;191
Zaragoza;26JUN2021;16;230;19;515
Albacete;26JUN2021;2;74;2;321
Badajoz;26JUN2021;17;388;36;515
Gipuzkoa;26JUN2021;15;276;28;839
Barcelona;26JUN2021;347;2482;220;4309
Cuenca;26JUN2021;2;20;3;112
Navarra;26JUN2021;10;391;2;58
Lugo;26JUN2021;4;127;9;363
Ávila;26JUN2021;2;58;5;252
Palencia;26JUN2021;0;33;4;173
Málaga;26JUN2021;67;314;75;1142
Valladolid;26JUN2021;6;108;3;271
Melilla;26JUN2021;0;77;0;61
Asturias;26JUN2021;1;99;49;1264
Bizkaia;26JUN2021;33;291;35;1431
Teruel;26JUN2021;2;38;3;38
Ceuta;26JUN2021;3;34;1;22
León;26JUN2021;2;66;65;495
Palmas, Las;26JUN2021;8;496;32;1061
Zamora;26JUN2021;2;32;5;42
Castellón/Castelló;26JUN2021;19;169;8;232
Jaén;26JUN2021;22;120;44;865
Santa Cruz de Tenerife;26JUN2021;40;559;56;1427
Lugo;25JUN2021;0;187;13;445
Madrid;25JUN2021;363;9593;310;7936
Santa Cruz de Tenerife;25JUN2021;52;809;154;1845
Badajoz;25JUN2021;14;743;38;727
Baleares;25JUN2021;29;1627;76;1833
Málaga;25JUN2021;89;972;161;1508
Toledo;25JUN2021;29;218;26;509
Ávila;25JUN2021;4;67;6;119
Ourense;25JUN2021;4;265;13;356
Salamanca;25JUN2021;1;79;13;310
Teruel;25JUN2021;2;45;13;169
Palencia;25JUN2021;2;48;11;168
Zamora;25JUN2021;1;39;3;235
Melilla;25JUN2021;0;84;2;44
Cantabria;25JUN2021;4;102;109;1504
Araba/Álava;25JUN2021;13;248;8;329
Huesca;25JUN2021;3;61;9;220
Valladolid;25JUN2021;14;242;18;556
Castellón/Castelló;25JUN2021;21;281;18;504
Alicante/Alacant;25JUN2021;66;1118;74;1334
Cuenca;25JUN2021;0;22;3;164
Ceuta;25JUN2021;2;50;0;41
Segovia;25JUN2021;2;69;0;149
Jaén;25JUN2021;39;331;51;552
Almería;25JUN2021;11;150;53;833
Palmas, Las;25JUN2021;19;779;36;986
Cáceres;25JUN2021;3;284;13;438
Tarragona;25JUN2021;42;577;39;914
Rioja, La;25JUN2021;12;268;23;278
Murcia;25JUN2021;29;721;38;946
Girona;25JUN2021;35;520;17;723
Albacete;25JUN2021;10;98;19;332
Lleida;25JUN2021;12;337;22;563
Bizkaia;25JUN2021;27;588;53;1828
Coruña, A;25JUN2021;6;607;50;1411
Pontevedra;25JUN2021;17;507;49;902
Zaragoza;25JUN2021;33;437;41;940
Barcelona;25JUN2021;626;5631;623;8464
Burgos;25JUN2021;8;157;19;471
Granada;25JUN2021;47;311;147;1263
Córdoba;25JUN2021;82;873;97;770
Asturias;25JUN2021;11;228;64;1365
Huelva;25JUN2021;11;196;50;716
Cádiz;25JUN2021;47;600;103;1220
Navarra;25JUN2021;10;735;56;874
Gipuzkoa;25JUN2021;17;456;69;870
Valencia/València;25JUN2021;216;924;336;3529
Sevilla;25JUN2021;103;1480;153;1337
Soria;25JUN2021;1;20;2;70
Ciudad Real;25JUN2021;4;126;13;397
León;25JUN2021;5;117;47;523
Guadalajara;25JUN2021;8;103;10;240
Valencia/València;24JUN2021;45;388;113;1339
Cádiz;24JUN2021;38;556;116;1111
Cáceres;24JUN2021;3;239;26;421
Cantabria;24JUN2021;6;98;106;1305
Granada;24JUN2021;43;300;143;1182
Huesca;24JUN2021;2;60;11;101
Tarragona;24JUN2021;30;342;18;258
Rioja, La;24JUN2021;42;443;6;184
Asturias;24JUN2021;4;164;101;1791
Toledo;24JUN2021;16;181;33;403
Albacete;24JUN2021;2;101;5;131
Badajoz;24JUN2021;23;782;33;433
Cuenca;24JUN2021;4;26;2;108
Ourense;24JUN2021;5;216;7;356
Alicante/Alacant;24JUN2021;22;877;18;745
Córdoba;24JUN2021;72;721;66;511
Araba/Álava;24JUN2021;18;226;10;166
Bizkaia;24JUN2021;37;640;64;1374
Guadalajara;24JUN2021;6;85;7;133
Valladolid;24JUN2021;13;249;22;522
Coruña, A;24JUN2021;5;498;53;1559
Santa Cruz de Tenerife;24JUN2021;55;733;93;1973
Barcelona;24JUN2021;180;1261;165;2571
Jaén;24JUN2021;44;279;54;619
Zaragoza;24JUN2021;26;449;42;804
Soria;24JUN2021;1;19;0;61
Murcia;24JUN2021;38;764;40;981
Málaga;24JUN2021;89;857;158;1585
Zamora;24JUN2021;1;33;1;157
Lleida;24JUN2021;5;120;9;184
Almería;24JUN2021;13;150;42;542
Teruel;24JUN2021;4;32;4;94
Lugo;24JUN2021;3;116;37;423
Segovia;24JUN2021;0;69;3;136
Madrid;24JUN2021;288;10761;357;7973
Ceuta;24JUN2021;3;97;1;47
Gipuzkoa;24JUN2021;28;500;59;791
Navarra;24JUN2021;22;717;66;931
Pontevedra;24JUN2021;10;487;58;864
Girona;24JUN2021;11;146;13;251
Palencia;24JUN2021;0;60;11;130
Ávila;24JUN2021;1;35;28;145
Burgos;24JUN2021;12;113;13;296
Salamanca;24JUN2021;3;44;3;252
Baleares;24JUN2021;21;1303;78;1453
Sevilla;24JUN2021;90;1501;180;1486
Castellón/Castelló;24JUN2021;6;161;5;250
Ciudad Real;24JUN2021;11;101;3;235
Huelva;24JUN2021;13;342;60;617
Palmas, Las;24JUN2021;8;665;32;1092
Melilla;24JUN2021;2;80;0;40
León;24JUN2021;6;79;37;278
León;23JUN2021;7;112;30;394
Pontevedra;23JUN2021;14;444;43;835
Cáceres;23JUN2021;6;280;7;363
Araba/Álava;23JUN2021;5;180;10;592
Madrid;23JUN2021;357;9781;314;9465
Teruel;23JUN2021;3;55;3;124
Segovia;23JUN2021;1;67;1;163
Granada;23JUN2021;58;314;149;1485
Coruña, A;23JUN2021;11;590;34;1540
Barcelona;23JUN2021;407;5239;554;8589
Sevilla;23JUN2021;102;1976;168;1598
Gipuzkoa;23JUN2021;28;539;15;1059
Toledo;23JUN2021;12;205;19;494
Bizkaia;23JUN2021;39;737;54;2124
Cantabria;23JUN2021;2;108;79;1317
Córdoba;23JUN2021;108;992;123;871
Asturias;23JUN2021;5;174;62;2473
Cuenca;23JUN2021;1;13;1;104
Valencia/València;23JUN2021;191;968;301;3058
Jaén;23JUN2021;44;325;73;619
Albacete;23JUN2021;2;116;16;259
Santa Cruz de Tenerife;23JUN2021;54;747;102;1842
Guadalajara;23JUN2021;3;89;8;182
Lleida;23JUN2021;12;331;18;426
Palencia;23JUN2021;1;45;9;168
Salamanca;23JUN2021;5;81;5;328
Zamora;23JUN2021;3;31;1;213
Huesca;23JUN2021;8;75;3;138
Ávila;23JUN2021;0;65;8;170
Palmas, Las;23JUN2021;25;836;39;1120
Melilla;23JUN2021;0;76;0;40
Badajoz;23JUN2021;16;897;30;632
Alicante/Alacant;23JUN2021;45;976;70;1318
Castellón/Castelló;23JUN2021;7;248;22;491
Huelva;23JUN2021;10;190;45;942
Girona;23JUN2021;15;530;28;565
Soria;23JUN2021;3;28;4;97
Málaga;23JUN2021;88;901;125;1490
Ceuta;23JUN2021;1;91;1;45
Lugo;23JUN2021;4;130;14;415
Ciudad Real;23JUN2021;4;125;14;329
Cádiz;23JUN2021;56;626;131;1554
Rioja, La;23JUN2021;19;329;17;471
Navarra;23JUN2021;17;793;51;865
Baleares;23JUN2021;35;971;91;2036
Burgos;23JUN2021;13;166;8;336
Zaragoza;23JUN2021;29;430;42;991
Murcia;23JUN2021;38;766;39;1387
Almería;23JUN2021;11;170;35;745
Tarragona;23JUN2021;31;570;43;782
Ourense;23JUN2021;6;214;14;363
Valladolid;23JUN2021;5;264;9;676
Sevilla;22JUN2021;119;1846;123;1419
Málaga;22JUN2021;91;800;147;1643
Burgos;22JUN2021;5;176;16;633
Valladolid;22JUN2021;11;289;27;699
Zamora;22JUN2021;0;60;2;229
Santa Cruz de Tenerife;22JUN2021;69;783;74;1694
Asturias;22JUN2021;10;232;75;2142
Cantabria;22JUN2021;5;75;65;1509
Soria;22JUN2021;0;24;0;55
Bizkaia;22JUN2021;31;788;40;1501
Barcelona;22JUN2021;357;5228;488;8591
Gipuzkoa;22JUN2021;38;559;33;1003
Ávila;22JUN2021;5;81;10;191
Córdoba;22JUN2021;57;944;101;955
Jaén;22JUN2021;27;381;53;868
Huesca;22JUN2021;2;65;12;234
Tarragona;22JUN2021;38;583;38;950
Granada;22JUN2021;50;567;128;1485
Melilla;22JUN2021;2;107;1;65
Madrid;22JUN2021;311;9329;323;10170
Alicante/Alacant;22JUN2021;38;926;78;1631
Albacete;22JUN2021;1;127;15;298
Girona;22JUN2021;21;511;27;759
Zaragoza;22JUN2021;25;440;48;988
Huelva;22JUN2021;16;270;66;879
León;22JUN2021;8;126;36;441
Cuenca;22JUN2021;5;29;11;191
Teruel;22JUN2021;4;58;12;150
Badajoz;22JUN2021;20;770;16;826
Guadalajara;22JUN2021;7;95;7;169
Lleida;22JUN2021;10;311;19;462
Cáceres;22JUN2021;7;306;21;460
Rioja, La;22JUN2021;15;342;9;341
Araba/Álava;22JUN2021;19;247;9;575
Coruña, A;22JUN2021;12;658;57;1822
Toledo;22JUN2021;16;212;25;570
Baleares;22JUN2021;22;1019;76;1738
Salamanca;22JUN2021;1;74;0;404
Pontevedra;22JUN2021;15;497;27;1212
Valencia/València;22JUN2021;122;1196;275;3637
Murcia;22JUN2021;26;718;43;1692
Castellón/Castelló;22JUN2021;16;286;12;438
Navarra;22JUN2021;28;756;58;1254
Palmas, Las;22JUN2021;11;851;26;1256
Palencia;22JUN2021;1;65;11;212
Lugo;22JUN2021;1;136;8;437
Ciudad Real;22JUN2021;8;146;11;521
Segovia;22JUN2021;0;80;3;178
Almería;22JUN2021;11;261;48;889
Ceuta;22JUN2021;4;69;4;53
Ourense;22JUN2021;2;226;6;362
Cádiz;22JUN2021;60;750;102;1298
Palmas, Las;21JUN2021;14;920;29;1087
Melilla;21JUN2021;3;118;1;52
Ciudad Real;21JUN2021;7;133;12;531
Girona;21JUN2021;24;799;18;973
Santa Cruz de Tenerife;21JUN2021;46;604;129;1487
León;21JUN2021;21;297;56;550
Cáceres;21JUN2021;6;262;27;522
Madrid;21JUN2021;349;10741;235;9339
Tarragona;21JUN2021;33;652;41;1020
Ourense;21JUN2021;5;281;5;436
Palencia;21JUN2021;1;74;20;247
Cádiz;21JUN2021;49;909;60;1250
Sevilla;21JUN2021;137;2019;109;1394
Salamanca;21JUN2021;2;74;6;341
Albacete;21JUN2021;5;103;9;531
Valladolid;21JUN2021;14;438;24;898
Cantabria;21JUN2021;3;112;61;1445
Badajoz;21JUN2021;12;803;16;851
Valencia/València;21JUN2021;96;1011;119;3242
Almería;21JUN2021;6;234;38;902
Araba/Álava;21JUN2021;14;203;6;836
Burgos;21JUN2021;9;235;1;295
Guadalajara;21JUN2021;3;86;2;195
Alicante/Alacant;21JUN2021;57;1055;60;1586
Barcelona;21JUN2021;372;5692;406;8728
Toledo;21JUN2021;19;193;25;616
Coruña, A;21JUN2021;5;699;44;1498
Granada;21JUN2021;36;436;112;1540
Murcia;21JUN2021;28;825;33;1503
Gipuzkoa;21JUN2021;12;565;14;1111
Córdoba;21JUN2021;87;1099;31;319
Zaragoza;21JUN2021;33;459;74;1193
Asturias;21JUN2021;5;243;57;2153
Ávila;21JUN2021;1;69;31;275
Jaén;21JUN2021;33;422;56;894
Málaga;21JUN2021;85;844;100;1371
Pontevedra;21JUN2021;5;528;18;662
Castellón/Castelló;21JUN2021;9;268;7;658
Teruel;21JUN2021;7;51;10;195
Huelva;21JUN2021;19;231;68;1090
Lugo;21JUN2021;6;139;6;434
Ceuta;21JUN2021;5;93;0;48
Rioja, La;21JUN2021;14;360;7;394
Cuenca;21JUN2021;0;32;0;129
Bizkaia;21JUN2021;33;636;40;2085
Soria;21JUN2021;0;34;4;126
Huesca;21JUN2021;5;61;8;190
Zamora;21JUN2021;0;50;8;307
Segovia;21JUN2021;2;97;3;189
Lleida;21JUN2021;10;350;8;475
Baleares;21JUN2021;21;1000;63;1827
Navarra;21JUN2021;20;831;1354;18251
Gipuzkoa;20JUN2021;5;265;10;444
Córdoba;20JUN2021;101;668;27;372
Guadalajara;20JUN2021;3;42;1;48
Granada;20JUN2021;26;149;19;408
Araba/Álava;20JUN2021;2;84;10;115
Palencia;20JUN2021;0;45;1;96
Barcelona;20JUN2021;104;1328;70;2498
Castellón/Castelló;20JUN2021;4;126;3;238
Soria;20JUN2021;0;24;0;69
Badajoz;20JUN2021;6;394;3;383
Salamanca;20JUN2021;0;37;3;234
Alicante/Alacant;20JUN2021;15;686;10;587
Pontevedra;20JUN2021;5;355;11;524
Teruel;20JUN2021;1;27;1;44
Navarra;20JUN2021;12;412;26;679
Huelva;20JUN2021;7;73;18;488
Zaragoza;20JUN2021;11;182;6;387
Burgos;20JUN2021;6;104;0;156
Valencia/València;20JUN2021;25;543;45;1060
Lugo;20JUN2021;3;92;8;356
Almería;20JUN2021;4;55;26;502
Cáceres;20JUN2021;1;80;4;238
Cádiz;20JUN2021;27;258;19;454
Lleida;20JUN2021;2;113;5;130
Sevilla;20JUN2021;53;772;44;450
Albacete;20JUN2021;3;69;17;192
Melilla;20JUN2021;0;62;0;48
Rioja, La;20JUN2021;11;223;11;267
Ceuta;20JUN2021;0;17;0;36
Jaén;20JUN2021;14;112;15;237
Málaga;20JUN2021;29;237;37;798
Ciudad Real;20JUN2021;2;75;4;167
Toledo;20JUN2021;3;105;3;170
Ourense;20JUN2021;4;151;5;255
Segovia;20JUN2021;0;34;0;113
Santa Cruz de Tenerife;20JUN2021;28;327;115;1266
Bizkaia;20JUN2021;24;385;33;1454
Murcia;20JUN2021;4;164;8;719
Cuenca;20JUN2021;1;8;3;64
León;20JUN2021;6;107;1;148
Valladolid;20JUN2021;9;138;7;338
Tarragona;20JUN2021;16;246;9;199
Girona;20JUN2021;16;224;6;268
Cantabria;20JUN2021;3;97;63;897
Coruña, A;20JUN2021;6;393;35;1164
Baleares;20JUN2021;14;863;19;1117
Zamora;20JUN2021;3;44;0;49
Asturias;20JUN2021;1;112;57;1574
Palmas, Las;20JUN2021;9;409;26;684
Huesca;20JUN2021;1;47;1;53
Madrid;20JUN2021;96;2309;94;3256
Ávila;20JUN2021;3;44;6;77
Cantabria;19JUN2021;3;76;71;946
Navarra;19JUN2021;15;364;55;691
Girona;19JUN2021;12;317;33;581
Valladolid;19JUN2021;8;140;6;372
Salamanca;19JUN2021;1;31;1;230
Ourense;19JUN2021;0;174;6;360
Bizkaia;19JUN2021;37;453;56;1261
Cádiz;19JUN2021;25;293;55;1009
Málaga;19JUN2021;40;282;41;830
Lugo;19JUN2021;2;116;9;574
Melilla;19JUN2021;0;72;0;50
Coruña, A;19JUN2021;7;419;35;1997
Huelva;19JUN2021;8;61;9;341
Gipuzkoa;19JUN2021;11;252;23;987
Albacete;19JUN2021;2;55;6;237
Ciudad Real;19JUN2021;1;82;5;185
Murcia;19JUN2021;26;338;35;1507
Tarragona;19JUN2021;16;319;18;415
Palencia;19JUN2021;1;50;10;149
Alicante/Alacant;19JUN2021;14;762;51;1167
Madrid;19JUN2021;84;3272;219;7302
Huesca;19JUN2021;1;39;2;67
Ávila;19JUN2021;0;46;3;229
Barcelona;19JUN2021;101;1914;149;4794
Lleida;19JUN2021;1;132;3;234
Rioja, La;19JUN2021;15;266;6;368
Palmas, Las;19JUN2021;7;259;19;1025
Castellón/Castelló;19JUN2021;4;164;3;362
Baleares;19JUN2021;7;995;35;1452
Sevilla;19JUN2021;50;777;67;928
Zaragoza;19JUN2021;12;216;17;499
Cáceres;19JUN2021;1;111;10;366
Zamora;19JUN2021;2;52;2;55
Jaén;19JUN2021;12;97;25;648
Pontevedra;19JUN2021;4;311;11;654
Granada;19JUN2021;34;182;39;554
Ceuta;19JUN2021;1;36;0;23
Córdoba;19JUN2021;79;520;95;851
Cuenca;19JUN2021;0;8;2;136
León;19JUN2021;7;97;35;343
Valencia/València;19JUN2021;42;744;102;2469
Segovia;19JUN2021;1;28;2;124
Toledo;19JUN2021;4;99;4;186
Guadalajara;19JUN2021;2;35;1;113
Teruel;19JUN2021;0;26;4;62
Soria;19JUN2021;0;6;1;107
Badajoz;19JUN2021;5;593;31;640
Santa Cruz de Tenerife;19JUN2021;34;339;78;1127
Asturias;19JUN2021;3;107;56;1394
Burgos;19JUN2021;7;132;7;341
Almería;19JUN2021;4;48;18;660
Araba/Álava;19JUN2021;7;101;12;721
Rioja, La;18JUN2021;19;321;26;285
Zaragoza;18JUN2021;39;403;39;909
Teruel;18JUN2021;1;53;14;191
Ceuta;18JUN2021;0;110;0;59
Albacete;18JUN2021;3;110;12;309
León;18JUN2021;17;193;28;462
Málaga;18JUN2021;59;867;163;1652
Asturias;18JUN2021;2;208;60;1799
Coruña, A;18JUN2021;12;621;48;1801
Barcelona;18JUN2021;221;4303;336;8910
Cantabria;18JUN2021;2;102;76;1387
Lleida;18JUN2021;7;310;8;494
Huesca;18JUN2021;3;70;0;240
Cáceres;18JUN2021;5;183;23;656
Araba/Álava;18JUN2021;17;195;12;398
Toledo;18JUN2021;21;276;33;581
Cádiz;18JUN2021;63;692;91;1020
Navarra;18JUN2021;17;796;85;1003
Huelva;18JUN2021;18;258;51;690
Castellón/Castelló;18JUN2021;17;268;12;616
Girona;18JUN2021;20;520;15;861
Burgos;18JUN2021;21;254;9;478
Segovia;18JUN2021;2;77;2;179
Ávila;18JUN2021;6;95;14;181
Gipuzkoa;18JUN2021;10;440;11;491
Ourense;18JUN2021;6;245;9;425
Zamora;18JUN2021;1;69;5;270
Murcia;18JUN2021;25;713;46;940
Cuenca;18JUN2021;1;18;1;148
Bizkaia;18JUN2021;40;750;59;1845
Córdoba;18JUN2021;135;844;78;709
Valladolid;18JUN2021;13;326;33;594
Santa Cruz de Tenerife;18JUN2021;45;696;102;1661
Jaén;18JUN2021;15;287;41;594
Tarragona;18JUN2021;21;665;36;1276
Badajoz;18JUN2021;6;537;48;670
Ciudad Real;18JUN2021;8;157;22;518
Guadalajara;18JUN2021;4;129;23;239
Palencia;18JUN2021;0;70;13;181
Baleares;18JUN2021;11;1217;48;2217
Lugo;18JUN2021;1;182;7;429
Madrid;18JUN2021;231;8861;341;9625
Almería;18JUN2021;7;221;22;777
Valencia/València;18JUN2021;79;918;108;3694
Palmas, Las;18JUN2021;6;913;42;1067
Alicante/Alacant;18JUN2021;37;1218;55;1682
Melilla;18JUN2021;3;103;3;48
Soria;18JUN2021;0;43;1;81
Granada;18JUN2021;47;291;157;1453
Sevilla;18JUN2021;142;1683;215;1630
Salamanca;18JUN2021;2;82;6;278
Pontevedra;18JUN2021;7;453;14;682
Castellón/Castelló;17JUN2021;13;244;8;413
Araba/Álava;17JUN2021;6;219;13;273
Córdoba;17JUN2021;95;852;72;699
Soria;17JUN2021;1;33;1;83
Granada;17JUN2021;52;237;128;1126
Cáceres;17JUN2021;11;282;21;492
Lleida;17JUN2021;11;270;5;349
Gipuzkoa;17JUN2021;11;492;26;710
Tarragona;17JUN2021;18;504;37;953
Coruña, A;17JUN2021;11;674;56;1552
Palmas, Las;17JUN2021;13;971;32;1335
Murcia;17JUN2021;38;734;38;991
Teruel;17JUN2021;4;40;19;118
Pontevedra;17JUN2021;3;539;23;577
Madrid;17JUN2021;218;9134;291;7764
Santa Cruz de Tenerife;17JUN2021;61;728;91;1802
Salamanca;17JUN2021;1;77;1;284
Zaragoza;17JUN2021;19;295;55;796
Baleares;17JUN2021;16;1142;42;1769
Jaén;17JUN2021;18;489;97;619
Valladolid;17JUN2021;18;309;16;555
Badajoz;17JUN2021;17;712;27;756
Palencia;17JUN2021;4;67;7;149
Girona;17JUN2021;27;506;23;626
Zamora;17JUN2021;1;49;3;205
Burgos;17JUN2021;19;247;2;288
Albacete;17JUN2021;6;100;14;379
Málaga;17JUN2021;93;950;151;1379
Cantabria;17JUN2021;4;121;52;911
Alicante/Alacant;17JUN2021;37;1036;42;1168
Valencia/València;17JUN2021;66;927;169;2720
Navarra;17JUN2021;18;746;62;1037
Segovia;17JUN2021;1;88;4;105
Barcelona;17JUN2021;238;4359;305;8970
Guadalajara;17JUN2021;16;118;4;172
Ávila;17JUN2021;4;100;9;141
Cuenca;17JUN2021;0;29;5;115
Toledo;17JUN2021;13;238;26;390
Ourense;17JUN2021;2;203;5;393
León;17JUN2021;13;194;40;358
Cádiz;17JUN2021;64;660;145;1288
Huesca;17JUN2021;6;51;2;162
Ciudad Real;17JUN2021;4;125;18;423
Rioja, La;17JUN2021;25;478;24;298
Almería;17JUN2021;5;210;25;763
Lugo;17JUN2021;3;206;4;369
Sevilla;17JUN2021;148;1836;256;1722
Huelva;17JUN2021;17;344;76;592
Asturias;17JUN2021;8;224;78;2108
Bizkaia;17JUN2021;43;840;56;1659
Ceuta;17JUN2021;0;74;1;39
Melilla;17JUN2021;4;63;2;39
Toledo;16JUN2021;21;266;23;546
Cuenca;16JUN2021;0;25;4;180
Tarragona;16JUN2021;27;567;29;861
Ávila;16JUN2021;2;113;3;203
Baleares;16JUN2021;3;1107;37;2229
Burgos;16JUN2021;10;265;14;499
Cantabria;16JUN2021;1;107;40;969
Huelva;16JUN2021;22;313;63;1122
Lugo;16JUN2021;1;165;22;594
Almería;16JUN2021;6;189;44;1006
Barcelona;16JUN2021;249;4063;344;9037
Cádiz;16JUN2021;64;660;162;1366
Alicante/Alacant;16JUN2021;28;900;59;1502
Palencia;16JUN2021;1;66;7;157
Valladolid;16JUN2021;17;299;16;723
Girona;16JUN2021;23;470;20;855
Pontevedra;16JUN2021;4;576;21;705
Coruña, A;16JUN2021;13;688;41;1726
Madrid;16JUN2021;236;9481;382;9642
Gipuzkoa;16JUN2021;16;601;23;1056
Sevilla;16JUN2021;142;2159;155;1398
Granada;16JUN2021;56;471;124;1532
Valencia/València;16JUN2021;64;862;106;3136
Castellón/Castelló;16JUN2021;8;221;27;547
Santa Cruz de Tenerife;16JUN2021;53;672;77;1488
Málaga;16JUN2021;89;888;158;1671
Guadalajara;16JUN2021;5;102;6;190
Lleida;16JUN2021;10;275;11;504
Jaén;16JUN2021;25;538;91;1004
Melilla;16JUN2021;0;85;0;36
Huesca;16JUN2021;5;71;4;207
Palmas, Las;16JUN2021;14;786;20;1089
Cáceres;16JUN2021;7;163;10;570
Salamanca;16JUN2021;3;79;7;347
Albacete;16JUN2021;6;135;5;326
Teruel;16JUN2021;5;47;19;131
Zaragoza;16JUN2021;19;479;43;1035
Murcia;16JUN2021;30;800;39;1209
Zamora;16JUN2021;1;82;12;225
Ciudad Real;16JUN2021;4;181;13;424
Segovia;16JUN2021;3;84;7;177
Soria;16JUN2021;1;51;0;142
Araba/Álava;16JUN2021;12;245;28;605
Córdoba;16JUN2021;141;1132;107;741
Ceuta;16JUN2021;1;57;0;55
Bizkaia;16JUN2021;51;791;62;2377
Ourense;16JUN2021;8;249;10;314
Asturias;16JUN2021;5;242;42;2298
Navarra;16JUN2021;29;801;49;929
Rioja, La;16JUN2021;20;361;15;468
León;16JUN2021;11;235;23;459
Badajoz;16JUN2021;19;636;23;907
Castellón/Castelló;15JUN2021;8;231;8;594
Baleares;15JUN2021;17;1131;41;1936
Córdoba;15JUN2021;102;1184;94;916
Zaragoza;15JUN2021;20;445;52;1009
Murcia;15JUN2021;29;795;46;1673
Cádiz;15JUN2021;53;733;106;1392
Girona;15JUN2021;14;436;35;1316
Palmas, Las;15JUN2021;14;885;35;1523
Huesca;15JUN2021;0;85;6;204
Ourense;15JUN2021;1;346;12;461
Lleida;15JUN2021;8;308;7;505
Granada;15JUN2021;35;583;159;1527
Segovia;15JUN2021;2;106;6;210
León;15JUN2021;15;228;44;595
Ceuta;15JUN2021;1;60;0;57
Ávila;15JUN2021;12;126;8;235
Barcelona;15JUN2021;192;4207;359;10672
Alicante/Alacant;15JUN2021;17;961;68;2317
Coruña, A;15JUN2021;7;600;53;1965
Gipuzkoa;15JUN2021;13;642;18;1367
Melilla;15JUN2021;0;87;3;65
Palencia;15JUN2021;0;85;11;227
Almería;15JUN2021;10;279;42;1137
Toledo;15JUN2021;10;224;41;740
Albacete;15JUN2021;2;119;2;344
Lugo;15JUN2021;0;185;9;480
