PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Guadalajara;16MAY2022;72;149;16;168
Asturias;16MAY2022;276;737;221;1416
Zamora;16MAY2022;75;213;46;244
Girona;16MAY2022;229;788;88;1119
Valencia/València;16MAY2022;596;1188;350;1332
Araba/Álava;16MAY2022;177;374;15;215
Albacete;16MAY2022;240;499;18;220
Cáceres;16MAY2022;323;723;30;98
Badajoz;16MAY2022;423;907;56;233
Toledo;16MAY2022;330;654;21;177
Jaén;16MAY2022;245;717;49;133
Ciudad Real;16MAY2022;304;621;134;510
Córdoba;16MAY2022;285;741;28;91
Burgos;16MAY2022;166;332;33;377
Cantabria;16MAY2022;270;802;111;635
Alicante/Alacant;16MAY2022;402;865;266;954
Cuenca;16MAY2022;93;187;25;144
Murcia;16MAY2022;781;1973;175;1232
Ourense;16MAY2022;192;542;51;351
Santa Cruz de Tenerife;16MAY2022;529;1163;114;756
Málaga;16MAY2022;263;724;129;507
Lugo;16MAY2022;146;356;33;270
Madrid;16MAY2022;1620;3522;355;2315
Castellón/Castelló;16MAY2022;189;367;76;482
Valladolid;16MAY2022;286;633;95;630
Huelva;16MAY2022;163;363;90;291
Soria;16MAY2022;52;118;12;87
Salamanca;16MAY2022;205;465;47;308
Barcelona;16MAY2022;1995;5172;770;7222
Rioja, La;16MAY2022;172;646;9;32
Gipuzkoa;16MAY2022;233;469;94;862
Segovia;16MAY2022;57;177;16;154
Ávila;16MAY2022;124;325;10;147
Ceuta;16MAY2022;96;158;4;35
Melilla;16MAY2022;32;116;1;18
Navarra;16MAY2022;393;952;74;435
Palencia;16MAY2022;88;217;39;200
Almería;16MAY2022;152;419;59;200
Pontevedra;16MAY2022;346;913;119;296
Teruel;16MAY2022;56;137;8;27
Sevilla;16MAY2022;903;2283;232;479
Palmas, Las;16MAY2022;361;812;136;618
Zaragoza;16MAY2022;563;980;93;280
Huelva;15MAY2022;20;47;16;39
Segovia;15MAY2022;18;54;5;48
Santa Cruz de Tenerife;15MAY2022;94;324;51;333
Alicante/Alacant;15MAY2022;99;276;39;159
Lugo;15MAY2022;40;119;28;160
Soria;15MAY2022;23;61;10;70
Gipuzkoa;15MAY2022;93;192;41;418
Araba/Álava;15MAY2022;68;103;26;222
Ceuta;15MAY2022;14;48;1;4
Burgos;15MAY2022;29;53;26;279
Valencia/València;15MAY2022;89;259;88;414
Badajoz;15MAY2022;175;358;41;117
Sevilla;15MAY2022;189;621;58;164
Murcia;15MAY2022;91;329;74;463
Cáceres;15MAY2022;75;189;10;54
DESLOCALIZADOS;15MAY2022;155;1418;70;878
León;15MAY2022;61;161;28;156
Toledo;15MAY2022;88;206;14;131
Málaga;15MAY2022;60;206;46;232
Guadalajara;15MAY2022;7;24;9;60
Ávila;15MAY2022;15;36;4;37
Huesca;15MAY2022;27;69;1;19
Pontevedra;15MAY2022;86;329;118;231
Jaén;15MAY2022;91;212;12;46
Cádiz;15MAY2022;155;410;20;66
Teruel;15MAY2022;23;47;0;3
Granada;15MAY2022;59;175;32;89
Madrid;15MAY2022;329;1642;195;1312
Palmas, Las;15MAY2022;137;335;57;361
Asturias;15MAY2022;82;220;145;997
Barcelona;15MAY2022;660;1451;228;2005
Salamanca;15MAY2022;45;101;22;183
Girona;15MAY2022;79;190;34;326
Navarra;15MAY2022;136;286;30;206
Coruña, A;15MAY2022;174;473;163;430
Bizkaia;15MAY2022;161;322;84;702
Cantabria;15MAY2022;66;206;47;159
Tarragona;15MAY2022;124;257;24;186
Rioja, La;15MAY2022;59;351;6;20
Zaragoza;15MAY2022;69;200;23;110
Córdoba;15MAY2022;70;286;12;62
Albacete;15MAY2022;58;134;8;81
Valladolid;15MAY2022;55;145;28;221
Almería;15MAY2022;39;101;25;72
Cuenca;15MAY2022;27;45;7;60
Zamora;15MAY2022;17;51;12;63
Ciudad Real;15MAY2022;95;220;22;157
Melilla;15MAY2022;12;44;4;33
Ourense;15MAY2022;60;231;54;240
Lleida;15MAY2022;65;187;28;160
Baleares;15MAY2022;98;623;59;324
Castellón/Castelló;15MAY2022;65;150;20;117
Palencia;15MAY2022;35;86;23;123
Badajoz;14MAY2022;124;279;30;60
Valladolid;14MAY2022;97;202;34;265
Murcia;14MAY2022;281;695;123;968
Gipuzkoa;14MAY2022;88;186;69;525
Jaén;14MAY2022;82;187;15;45
Málaga;14MAY2022;46;174;59;309
Granada;14MAY2022;92;317;34;82
Tarragona;14MAY2022;125;296;35;412
Burgos;14MAY2022;55;100;42;463
Ceuta;14MAY2022;41;63;0;0
Araba/Álava;14MAY2022;77;148;16;168
Melilla;14MAY2022;8;42;3;20
Castellón/Castelló;14MAY2022;103;204;30;163
Zaragoza;14MAY2022;82;213;27;106
DESLOCALIZADOS;14MAY2022;185;1589;82;1043
Alicante/Alacant;14MAY2022;113;284;98;380
Ávila;14MAY2022;29;94;6;92
Córdoba;14MAY2022;100;231;18;57
Palmas, Las;14MAY2022;182;447;120;666
Lugo;14MAY2022;33;136;77;224
Salamanca;14MAY2022;57;118;22;172
Santa Cruz de Tenerife;14MAY2022;130;367;79;461
Cádiz;14MAY2022;136;367;39;81
Cantabria;14MAY2022;74;221;62;222
León;14MAY2022;74;173;36;191
Almería;14MAY2022;31;84;52;135
Ourense;14MAY2022;64;231;46;267
Pontevedra;14MAY2022;127;384;128;250
Teruel;14MAY2022;9;32;0;11
Barcelona;14MAY2022;546;1512;288;2974
Lleida;14MAY2022;63;210;22;156
Rioja, La;14MAY2022;55;276;9;12
Huesca;14MAY2022;23;53;6;18
Sevilla;14MAY2022;189;551;44;183
Toledo;14MAY2022;62;182;9;108
Palencia;14MAY2022;42;85;27;131
Madrid;14MAY2022;354;1640;266;2097
Cuenca;14MAY2022;11;27;21;85
Baleares;14MAY2022;114;629;83;559
Soria;14MAY2022;26;53;9;55
Ciudad Real;14MAY2022;59;170;20;156
Zamora;14MAY2022;40;80;19;71
Valencia/València;14MAY2022;241;506;120;568
Segovia;14MAY2022;16;54;3;43
Albacete;14MAY2022;66;161;25;188
Navarra;14MAY2022;67;214;43;236
Guadalajara;14MAY2022;16;28;13;93
Asturias;14MAY2022;71;197;174;909
Bizkaia;14MAY2022;196;339;97;563
Girona;14MAY2022;72;212;44;423
Cáceres;14MAY2022;79;192;6;42
Coruña, A;14MAY2022;168;544;162;489
Huelva;14MAY2022;57;118;14;42
Pontevedra;13MAY2022;316;789;174;342
Girona;13MAY2022;184;441;88;1101
Lleida;13MAY2022;154;526;64;612
Badajoz;13MAY2022;419;825;44;186
Asturias;13MAY2022;244;692;245;957
Almería;13MAY2022;13;44;54;187
Murcia;13MAY2022;805;1864;153;738
Albacete;13MAY2022;277;556;13;100
Jaén;13MAY2022;32;59;54;137
Cádiz;13MAY2022;66;175;105;252
Madrid;13MAY2022;2731;6822;599;3274
Guadalajara;13MAY2022;86;166;28;119
Araba/Álava;13MAY2022;181;345;35;170
Bizkaia;13MAY2022;589;1054;139;745
Sevilla;13MAY2022;112;288;253;475
Teruel;13MAY2022;52;125;6;18
Coruña, A;13MAY2022;427;1060;325;750
Ourense;13MAY2022;154;442;66;243
Zamora;13MAY2022;110;225;34;169
Gipuzkoa;13MAY2022;277;533;86;683
Toledo;13MAY2022;288;612;45;230
Palmas, Las;13MAY2022;358;880;134;734
Málaga;13MAY2022;31;105;209;737
Rioja, La;13MAY2022;182;485;10;39
Cuenca;13MAY2022;67;148;22;134
Valencia/València;13MAY2022;564;1084;342;1343
Granada;13MAY2022;24;53;73;209
Ciudad Real;13MAY2022;241;522;55;244
Ceuta;13MAY2022;69;117;1;15
Soria;13MAY2022;52;131;21;73
Valladolid;13MAY2022;115;266;22;153
Lugo;13MAY2022;132;299;92;298
Ávila;13MAY2022;114;317;18;103
Alicante/Alacant;13MAY2022;371;793;201;866
Cantabria;13MAY2022;282;818;118;578
Santa Cruz de Tenerife;13MAY2022;488;1030;86;727
Huesca;13MAY2022;74;144;39;74
Navarra;13MAY2022;328;725;63;380
Baleares;13MAY2022;231;951;143;790
Cáceres;13MAY2022;290;731;17;65
Palencia;13MAY2022;104;209;39;162
León;13MAY2022;227;587;75;393
Zaragoza;13MAY2022;498;883;87;320
Barcelona;13MAY2022;1377;3764;605;5543
DESLOCALIZADOS;13MAY2022;268;1859;139;1372
Melilla;13MAY2022;27;83;1;24
Córdoba;13MAY2022;35;109;45;115
Tarragona;13MAY2022;235;571;73;849
Segovia;13MAY2022;61;139;18;119
Salamanca;13MAY2022;236;451;26;152
Burgos;13MAY2022;139;309;21;171
Huelva;13MAY2022;18;27;76;207
Castellón/Castelló;13MAY2022;177;324;65;354
Santa Cruz de Tenerife;12MAY2022;430;934;112;761
León;12MAY2022;205;537;92;311
Madrid;12MAY2022;2783;7258;656;3776
Cantabria;12MAY2022;258;726;96;485
DESLOCALIZADOS;12MAY2022;281;1828;136;1154
Murcia;12MAY2022;736;1795;172;731
Badajoz;12MAY2022;399;780;39;125
Asturias;12MAY2022;205;637;346;1194
Alicante/Alacant;12MAY2022;369;779;170;702
Huesca;12MAY2022;86;151;32;70
Lleida;12MAY2022;187;600;50;442
Lugo;12MAY2022;134;361;47;308
Cádiz;12MAY2022;320;967;83;190
Málaga;12MAY2022;221;606;159;523
Jaén;12MAY2022;199;503;55;230
Cáceres;12MAY2022;273;605;19;53
Pontevedra;12MAY2022;306;850;187;429
Navarra;12MAY2022;343;774;77;348
Valladolid;12MAY2022;305;609;71;283
Ciudad Real;12MAY2022;249;535;62;346
Guadalajara;12MAY2022;82;157;13;100
Sevilla;12MAY2022;810;1681;330;549
Melilla;12MAY2022;26;85;2;28
Barcelona;12MAY2022;1542;4627;531;4957
Cuenca;12MAY2022;94;188;30;112
Burgos;12MAY2022;165;306;50;366
Toledo;12MAY2022;323;641;33;177
Huelva;12MAY2022;158;366;78;198
Granada;12MAY2022;245;634;128;331
Teruel;12MAY2022;45;98;9;24
Soria;12MAY2022;64;118;22;82
Salamanca;12MAY2022;229;413;40;233
Córdoba;12MAY2022;260;643;38;111
Araba/Álava;12MAY2022;145;311;30;297
Coruña, A;12MAY2022;396;1030;286;640
Ceuta;12MAY2022;107;169;5;16
Tarragona;12MAY2022;262;802;47;542
Segovia;12MAY2022;69;144;14;82
Rioja, La;12MAY2022;214;600;27;53
Castellón/Castelló;12MAY2022;193;357;45;228
Palencia;12MAY2022;91;197;35;109
Palmas, Las;12MAY2022;352;827;146;518
Gipuzkoa;12MAY2022;242;461;140;753
Ávila;12MAY2022;136;311;28;92
Almería;12MAY2022;143;438;50;155
Baleares;12MAY2022;267;847;139;720
Zaragoza;12MAY2022;510;879;91;285
Girona;12MAY2022;175;526;52;649
Valencia/València;12MAY2022;528;1034;255;982
Albacete;12MAY2022;248;525;20;162
Bizkaia;12MAY2022;498;880;176;1000
Ourense;12MAY2022;173;535;94;381
Zamora;12MAY2022;82;199;29;129
Almería;11MAY2022;159;471;84;193
Salamanca;11MAY2022;252;450;43;262
Lugo;11MAY2022;136;378;96;408
Navarra;11MAY2022;339;886;77;402
Araba/Álava;11MAY2022;176;380;36;317
Valencia/València;11MAY2022;611;1199;335;1372
Barcelona;11MAY2022;1789;5485;655;5546
Guadalajara;11MAY2022;81;159;20;141
Cáceres;11MAY2022;287;675;24;90
Ciudad Real;11MAY2022;283;557;91;417
Asturias;11MAY2022;241;705;424;1583
Huesca;11MAY2022;106;169;34;65
Palencia;11MAY2022;101;268;36;146
DESLOCALIZADOS;11MAY2022;342;1980;156;1214
Pontevedra;11MAY2022;346;884;204;408
Badajoz;11MAY2022;395;876;59;166
Toledo;11MAY2022;307;643;47;227
Soria;11MAY2022;72;158;17;100
Palmas, Las;11MAY2022;373;907;151;757
Alicante/Alacant;11MAY2022;413;877;190;652
León;11MAY2022;245;594;107;439
Lleida;11MAY2022;118;480;29;209
Ourense;11MAY2022;153;470;101;435
Jaén;11MAY2022;212;544;42;172
Girona;11MAY2022;219;804;87;760
Córdoba;11MAY2022;368;804;44;130
Huelva;11MAY2022;188;402;85;199
Madrid;11MAY2022;2997;7503;873;4407
Segovia;11MAY2022;51;127;16;97
Santa Cruz de Tenerife;11MAY2022;496;1074;111;671
Cuenca;11MAY2022;81;185;31;129
Zaragoza;11MAY2022;457;798;87;292
Tarragona;11MAY2022;266;791;51;712
Burgos;11MAY2022;164;324;51;372
Bizkaia;11MAY2022;589;1003;155;987
Sevilla;11MAY2022;923;2040;251;470
Murcia;11MAY2022;832;1924;238;1134
Rioja, La;11MAY2022;189;657;18;50
Albacete;11MAY2022;266;516;32;225
Ávila;11MAY2022;113;343;18;122
Coruña, A;11MAY2022;495;1187;326;917
Cantabria;11MAY2022;285;799;101;571
Gipuzkoa;11MAY2022;227;449;109;782
Baleares;11MAY2022;243;933;114;687
Teruel;11MAY2022;53;106;11;28
Melilla;11MAY2022;24;88;6;45
Valladolid;11MAY2022;290;595;65;421
Castellón/Castelló;11MAY2022;207;383;69;462
Málaga;11MAY2022;308;762;215;834
Zamora;11MAY2022;115;220;37;184
Ceuta;11MAY2022;83;165;5;16
Granada;11MAY2022;234;710;76;192
Cádiz;11MAY2022;457;1223;127;319
Zamora;10MAY2022;125;253;44;197
Jaén;10MAY2022;246;670;49;146
Asturias;10MAY2022;263;721;438;1583
Salamanca;10MAY2022;227;398;30;162
Rioja, La;10MAY2022;207;715;19;42
Pontevedra;10MAY2022;351;910;165;484
Gipuzkoa;10MAY2022;284;561;147;986
Palmas, Las;10MAY2022;385;894;189;915
Lugo;10MAY2022;154;408;62;261
Burgos;10MAY2022;171;316;56;545
Segovia;10MAY2022;43;109;14;99
Huesca;10MAY2022;96;148;33;78
Girona;10MAY2022;234;876;64;941
Cuenca;10MAY2022;116;200;41;151
Barcelona;10MAY2022;1865;5670;802;6949
Bizkaia;10MAY2022;553;932;148;1071
Málaga;10MAY2022;285;691;241;653
Coruña, A;10MAY2022;469;1110;315;1087
Madrid;10MAY2022;2952;7325;746;4708
Ávila;10MAY2022;150;315;18;133
Ceuta;10MAY2022;74;149;2;25
Navarra;10MAY2022;349;813;74;443
Melilla;10MAY2022;29;98;3;29
Granada;10MAY2022;237;699;120;276
Zaragoza;10MAY2022;494;830;121;318
Badajoz;10MAY2022;384;815;40;175
Guadalajara;10MAY2022;83;134;22;143
Lleida;10MAY2022;147;567;80;532
Castellón/Castelló;10MAY2022;207;335;82;370
Araba/Álava;10MAY2022;170;327;32;302
Baleares;10MAY2022;238;885;146;909
Almería;10MAY2022;191;496;62;309
Huelva;10MAY2022;159;312;59;202
Murcia;10MAY2022;873;1922;197;1245
Ourense;10MAY2022;160;442;113;552
Córdoba;10MAY2022;292;725;28;107
Teruel;10MAY2022;49;101;10;26
León;10MAY2022;236;611;63;261
Alicante/Alacant;10MAY2022;383;815;254;1029
Tarragona;10MAY2022;265;788;96;979
Cádiz;10MAY2022;419;1229;88;233
Cantabria;10MAY2022;305;788;102;579
Valencia/València;10MAY2022;614;1131;316;1425
Palencia;10MAY2022;102;226;41;200
Cáceres;10MAY2022;312;874;15;72
Toledo;10MAY2022;344;649;52;256
Santa Cruz de Tenerife;10MAY2022;525;1031;189;995
Sevilla;10MAY2022;1007;2128;357;576
Valladolid;10MAY2022;283;574;86;521
Soria;10MAY2022;85;160;0;2
Albacete;10MAY2022;285;578;48;318
Ciudad Real;10MAY2022;223;547;85;469
DESLOCALIZADOS;10MAY2022;318;1886;131;1128
Lugo;09MAY2022;201;463;116;465
Murcia;09MAY2022;1093;2389;244;1417
Almería;09MAY2022;204;505;87;246
Badajoz;09MAY2022;527;1125;60;217
Córdoba;09MAY2022;354;867;32;108
Asturias;09MAY2022;365;959;308;1523
Lleida;09MAY2022;267;733;68;496
Cuenca;09MAY2022;120;223;15;107
Girona;09MAY2022;281;1228;104;1275
Zamora;09MAY2022;135;294;41;248
Rioja, La;09MAY2022;209;784;12;39
Huesca;09MAY2022;185;274;45;102
Alicante/Alacant;09MAY2022;434;996;233;895
León;09MAY2022;358;804;136;519
Ávila;09MAY2022;139;285;31;177
Palmas, Las;09MAY2022;468;1099;168;694
Guadalajara;09MAY2022;109;188;14;155
Pontevedra;09MAY2022;441;1071;152;422
Cáceres;09MAY2022;359;823;29;108
Segovia;09MAY2022;84;189;13;157
Barcelona;09MAY2022;2314;7404;674;7306
Albacete;09MAY2022;330;678;35;195
Huelva;09MAY2022;248;486;85;219
Cádiz;09MAY2022;493;1428;112;268
Santa Cruz de Tenerife;09MAY2022;631;1317;105;883
Valladolid;09MAY2022;295;665;89;635
Bizkaia;09MAY2022;583;1021;148;1045
Coruña, A;09MAY2022;538;1340;225;693
Soria;09MAY2022;69;145;2;6
Málaga;09MAY2022;348;836;217;780
Ciudad Real;09MAY2022;320;672;59;467
Granada;09MAY2022;328;940;98;254
Madrid;09MAY2022;3617;9038;811;5202
Araba/Álava;09MAY2022;194;357;18;224
Sevilla;09MAY2022;1176;2485;360;606
Toledo;09MAY2022;393;715;45;275
Castellón/Castelló;09MAY2022;232;385;100;610
Ceuta;09MAY2022;108;184;9;42
Baleares;09MAY2022;326;1142;166;1071
Gipuzkoa;09MAY2022;316;563;114;1010
Navarra;09MAY2022;476;1087;72;495
Melilla;09MAY2022;30;104;8;40
Palencia;09MAY2022;141;273;49;197
Tarragona;09MAY2022;289;864;109;956
Salamanca;09MAY2022;309;616;54;305
Teruel;09MAY2022;81;158;18;32
DESLOCALIZADOS;09MAY2022;406;2109;138;1146
Valencia/València;09MAY2022;648;1315;364;1568
Ourense;09MAY2022;204;648;85;429
Jaén;09MAY2022;305;796;57;172
Burgos;09MAY2022;235;442;43;451
Cantabria;09MAY2022;417;1010;104;564
Zaragoza;09MAY2022;566;956;100;341
Teruel;08MAY2022;15;38;1;5
Albacete;08MAY2022;87;202;12;63
Guadalajara;08MAY2022;16;21;5;42
Granada;08MAY2022;88;189;60;108
Asturias;08MAY2022;124;264;169;1003
Madrid;08MAY2022;433;2139;246;1854
Cádiz;08MAY2022;98;332;37;82
Cantabria;08MAY2022;96;246;76;206
Ávila;08MAY2022;23;51;9;55
Tarragona;08MAY2022;154;363;18;167
Barcelona;08MAY2022;778;1607;199;1991
Bizkaia;08MAY2022;125;232;77;611
Lleida;08MAY2022;87;207;26;151
Ourense;08MAY2022;56;227;76;297
Alicante/Alacant;08MAY2022;138;314;35;154
Málaga;08MAY2022;66;198;108;480
Melilla;08MAY2022;9;42;2;24
Castellón/Castelló;08MAY2022;58;138;22;114
Burgos;08MAY2022;22;53;15;100
Almería;08MAY2022;58;145;30;84
Palmas, Las;08MAY2022;145;411;71;365
Gipuzkoa;08MAY2022;97;192;77;687
Baleares;08MAY2022;138;743;31;329
Salamanca;08MAY2022;56;129;20;196
Murcia;08MAY2022;142;458;92;488
Cuenca;08MAY2022;23;44;17;84
Palencia;08MAY2022;50;102;26;111
Coruña, A;08MAY2022;224;551;206;722
Toledo;08MAY2022;66;195;7;124
Pontevedra;08MAY2022;156;441;166;317
Badajoz;08MAY2022;176;387;27;158
Girona;08MAY2022;110;243;29;293
Huelva;08MAY2022;28;49;23;63
Huesca;08MAY2022;30;55;2;17
Córdoba;08MAY2022;97;293;15;50
Soria;08MAY2022;27;50;1;4
Lugo;08MAY2022;54;153;47;267
León;08MAY2022;118;251;35;142
Zaragoza;08MAY2022;81;183;29;113
Zamora;08MAY2022;47;104;16;84
Ciudad Real;08MAY2022;98;250;21;178
Navarra;08MAY2022;126;308;44;245
Valencia/València;08MAY2022;137;370;91;442
Jaén;08MAY2022;86;176;11;42
Segovia;08MAY2022;31;62;8;45
Ceuta;08MAY2022;31;77;1;3
DESLOCALIZADOS;08MAY2022;150;993;68;862
Valladolid;08MAY2022;84;170;33;259
Cáceres;08MAY2022;132;301;15;50
Rioja, La;08MAY2022;73;380;18;25
Santa Cruz de Tenerife;08MAY2022;123;325;42;228
Sevilla;08MAY2022;303;716;58;162
Araba/Álava;08MAY2022;69;137;30;207
Guadalajara;07MAY2022;16;24;4;93
Valencia/València;07MAY2022;218;488;119;664
Cáceres;07MAY2022;132;233;11;34
Araba/Álava;07MAY2022;95;182;41;215
Cuenca;07MAY2022;30;58;19;66
Baleares;07MAY2022;132;634;86;615
Teruel;07MAY2022;27;52;0;4
Zaragoza;07MAY2022;76;191;28;109
Málaga;07MAY2022;74;226;68;220
DESLOCALIZADOS;07MAY2022;150;983;73;1113
Huesca;07MAY2022;40;74;6;15
Zamora;07MAY2022;34;88;15;67
Palencia;07MAY2022;55;110;29;149
Navarra;07MAY2022;109;266;44;227
Ciudad Real;07MAY2022;74;198;19;159
Jaén;07MAY2022;86;184;40;206
Ávila;07MAY2022;42;75;10;102
Córdoba;07MAY2022;121;286;19;77
Madrid;07MAY2022;446;2190;337;2742
Ourense;07MAY2022;84;253;67;311
Sevilla;07MAY2022;234;552;46;176
Soria;07MAY2022;32;67;4;33
Asturias;07MAY2022;115;230;266;1018
Gipuzkoa;07MAY2022;92;194;93;368
Ceuta;07MAY2022;35;79;1;4
Murcia;07MAY2022;367;795;164;950
Almería;07MAY2022;63;141;33;94
Toledo;07MAY2022;65;186;11;129
Lugo;07MAY2022;75;195;45;203
Tarragona;07MAY2022;136;296;32;367
León;07MAY2022;113;249;56;259
Cantabria;07MAY2022;72;188;53;196
Bizkaia;07MAY2022;159;276;133;660
Cádiz;07MAY2022;90;325;18;77
Santa Cruz de Tenerife;07MAY2022;141;351;86;477
Pontevedra;07MAY2022;165;454;174;390
Burgos;07MAY2022;62;107;46;495
Lleida;07MAY2022;85;194;18;134
Granada;07MAY2022;112;283;26;102
Huelva;07MAY2022;48;109;33;92
Valladolid;07MAY2022;126;210;39;259
Segovia;07MAY2022;24;54;6;27
Rioja, La;07MAY2022;96;348;3;7
Alicante/Alacant;07MAY2022;147;388;104;357
Albacete;07MAY2022;121;247;11;90
Palmas, Las;07MAY2022;139;374;81;527
Castellón/Castelló;07MAY2022;75;157;20;194
Salamanca;07MAY2022;59;127;17;172
Melilla;07MAY2022;6;38;5;25
Girona;07MAY2022;78;208;31;350
Barcelona;07MAY2022;750;1891;273;3018
Coruña, A;07MAY2022;237;617;296;866
Badajoz;07MAY2022;138;288;14;57
Salamanca;06MAY2022;298;518;32;161
Albacete;06MAY2022;278;508;28;190
Murcia;06MAY2022;1046;2106;188;842
DESLOCALIZADOS;06MAY2022;326;1619;115;1175
Navarra;06MAY2022;359;864;77;517
Palencia;06MAY2022;127;276;44;144
Sevilla;06MAY2022;817;1633;181;341
Palmas, Las;06MAY2022;362;863;129;609
Madrid;06MAY2022;2577;6879;643;4046
Huesca;06MAY2022;107;168;35;78
Alicante/Alacant;06MAY2022;448;895;189;755
Lugo;06MAY2022;214;450;105;377
Cantabria;06MAY2022;284;776;100;499
Tarragona;06MAY2022;262;748;77;895
Barcelona;06MAY2022;1501;4055;535;5676
Girona;06MAY2022;211;529;58;947
Araba/Álava;06MAY2022;190;343;32;220
Gipuzkoa;06MAY2022;211;422;76;577
Rioja, La;06MAY2022;229;659;14;37
Burgos;06MAY2022;226;416;58;335
Santa Cruz de Tenerife;06MAY2022;475;983;130;689
Melilla;06MAY2022;13;57;5;26
Castellón/Castelló;06MAY2022;176;303;56;391
Ceuta;06MAY2022;79;167;4;11
Córdoba;06MAY2022;338;772;40;131
Cádiz;06MAY2022;398;1039;108;254
Guadalajara;06MAY2022;71;134;19;102
Pontevedra;06MAY2022;382;965;219;502
Bizkaia;06MAY2022;491;848;94;576
Zamora;06MAY2022;121;294;36;173
Málaga;06MAY2022;321;750;170;641
Almería;06MAY2022;176;443;86;247
Huelva;06MAY2022;179;324;45;123
Lleida;06MAY2022;154;460;44;459
Granada;06MAY2022;277;634;82;202
León;06MAY2022;378;818;104;390
Valencia/València;06MAY2022;545;1040;312;1207
Segovia;06MAY2022;73;168;18;117
Cáceres;06MAY2022;377;713;20;80
Badajoz;06MAY2022;396;784;41;149
Cuenca;06MAY2022;92;179;16;94
Ourense;06MAY2022;174;511;108;408
Valladolid;06MAY2022;312;603;74;359
Jaén;06MAY2022;268;591;31;80
Ávila;06MAY2022;146;341;15;104
Baleares;06MAY2022;229;1019;134;770
Zaragoza;06MAY2022;539;900;100;288
Coruña, A;06MAY2022;485;1227;374;813
Asturias;06MAY2022;333;800;390;1127
Ciudad Real;06MAY2022;223;500;55;422
Teruel;06MAY2022;72;130;4;23
Toledo;06MAY2022;276;620;41;206
Soria;06MAY2022;113;186;10;48
Bizkaia;05MAY2022;435;799;163;897
Gipuzkoa;05MAY2022;232;408;140;721
Almería;05MAY2022;210;462;83;203
Ourense;05MAY2022;165;472;103;427
Cantabria;05MAY2022;308;776;101;431
Huesca;05MAY2022;101;175;24;60
Coruña, A;05MAY2022;495;1234;322;813
Alicante/Alacant;05MAY2022;407;793;226;803
Sevilla;05MAY2022;673;1473;163;352
DESLOCALIZADOS;05MAY2022;293;1384;114;1057
Asturias;05MAY2022;412;931;520;1641
Albacete;05MAY2022;282;506;42;205
Toledo;05MAY2022;253;508;40;186
Lugo;05MAY2022;158;366;67;292
Málaga;05MAY2022;249;606;200;817
Pontevedra;05MAY2022;371;1009;223;457
Girona;05MAY2022;217;537;67;683
Palmas, Las;05MAY2022;328;846;148;679
Soria;05MAY2022;67;142;9;63
Madrid;05MAY2022;2539;6702;662;3598
