PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Cuenca;18JUN2021;1;18;1;148
Segovia;18JUN2021;2;77;2;178
Soria;18JUN2021;0;43;1;80
León;18JUN2021;17;192;28;462
Melilla;18JUN2021;3;103;3;48
Teruel;18JUN2021;1;53;14;190
Palencia;18JUN2021;0;58;13;174
Zaragoza;18JUN2021;39;403;39;879
Guadalajara;18JUN2021;4;129;23;239
Ceuta;18JUN2021;0;69;0;59
Sevilla;18JUN2021;114;1385;208;1473
Burgos;18JUN2021;21;232;9;456
Barcelona;18JUN2021;207;3831;318;7960
Lleida;18JUN2021;7;294;7;483
Jaén;18JUN2021;12;270;41;584
Murcia;18JUN2021;25;708;46;940
Huesca;17JUN2021;6;51;2;155
Girona;17JUN2021;27;504;23;619
Madrid;17JUN2021;208;7791;258;6944
Navarra;17JUN2021;18;746;62;1034
Palencia;17JUN2021;4;67;7;149
Cáceres;17JUN2021;11;273;21;492
Asturias;17JUN2021;8;222;78;2107
Málaga;17JUN2021;90;925;146;1248
Granada;17JUN2021;44;225;127;1110
Salamanca;17JUN2021;1;77;1;283
Zaragoza;17JUN2021;19;295;54;760
Cuenca;17JUN2021;0;29;5;115
Almería;17JUN2021;5;206;25;736
León;17JUN2021;13;194;40;358
Jaén;17JUN2021;18;488;97;610
Cádiz;17JUN2021;57;614;144;1230
Valladolid;17JUN2021;18;308;16;555
Burgos;17JUN2021;18;209;2;267
Soria;17JUN2021;1;33;1;83
Alicante/Alacant;17JUN2021;26;924;42;1127
Sevilla;17JUN2021;137;1758;251;1616
Lleida;17JUN2021;11;255;5;345
Guadalajara;17JUN2021;15;117;4;172
Ávila;17JUN2021;4;100;9;141
Araba/Álava;17JUN2021;6;219;13;273
Castellón/Castelló;17JUN2021;13;235;8;410
Coruña, A;17JUN2021;11;674;56;1552
Huelva;17JUN2021;17;315;76;586
Valencia/València;17JUN2021;61;872;164;2606
Segovia;17JUN2021;1;88;4;104
Teruel;17JUN2021;4;40;19;118
Albacete;17JUN2021;6;100;14;379
Bizkaia;17JUN2021;43;840;56;1659
Murcia;17JUN2021;38;734;38;991
Barcelona;17JUN2021;229;4221;295;8690
Ceuta;17JUN2021;0;74;1;39
Palmas, Las;17JUN2021;13;970;32;1332
Ourense;17JUN2021;2;203;5;393
Ciudad Real;17JUN2021;4;125;18;423
Pontevedra;17JUN2021;3;539;23;577
Baleares;17JUN2021;16;1101;42;1690
Cantabria;17JUN2021;4;121;51;910
Toledo;17JUN2021;12;235;26;390
Lugo;17JUN2021;3;206;4;369
Badajoz;17JUN2021;17;712;27;756
Gipuzkoa;17JUN2021;11;491;26;709
Tarragona;17JUN2021;17;501;37;930
Rioja, La;17JUN2021;25;448;19;277
Zamora;17JUN2021;1;49;3;205
Santa Cruz de Tenerife;17JUN2021;59;724;91;1796
Córdoba;17JUN2021;94;847;61;579
Melilla;17JUN2021;4;63;2;39
Almería;16JUN2021;6;189;44;994
Ceuta;16JUN2021;1;57;0;55
Castellón/Castelló;16JUN2021;8;221;27;543
Madrid;16JUN2021;226;8661;357;9131
Coruña, A;16JUN2021;13;688;41;1726
Alicante/Alacant;16JUN2021;23;828;59;1483
Valladolid;16JUN2021;17;299;16;723
Girona;16JUN2021;23;466;20;851
Bizkaia;16JUN2021;51;790;62;2376
Araba/Álava;16JUN2021;12;245;28;605
Sevilla;16JUN2021;137;2119;154;1373
Murcia;16JUN2021;30;800;39;1206
Cáceres;16JUN2021;7;163;10;570
Córdoba;16JUN2021;141;1131;101;706
León;16JUN2021;11;235;23;459
Burgos;16JUN2021;10;265;14;499
Ourense;16JUN2021;8;249;10;314
Santa Cruz de Tenerife;16JUN2021;53;670;77;1484
Lugo;16JUN2021;1;165;22;594
Teruel;16JUN2021;5;47;19;131
Cuenca;16JUN2021;0;25;4;180
Baleares;16JUN2021;3;1097;37;2212
Rioja, La;16JUN2021;19;345;15;462
Tarragona;16JUN2021;27;567;29;850
Asturias;16JUN2021;5;240;42;2296
Valencia/València;16JUN2021;63;849;106;3031
Palmas, Las;16JUN2021;14;785;19;1087
Cantabria;16JUN2021;1;107;40;969
Segovia;16JUN2021;3;84;7;177
Barcelona;16JUN2021;245;4019;335;8931
Huelva;16JUN2021;22;221;63;1111
Ciudad Real;16JUN2021;4;181;13;424
Gipuzkoa;16JUN2021;16;600;23;1055
Melilla;16JUN2021;0;85;0;36
Cádiz;16JUN2021;58;602;159;1329
Navarra;16JUN2021;29;797;49;924
Badajoz;16JUN2021;19;636;23;907
Zamora;16JUN2021;1;82;12;225
Guadalajara;16JUN2021;5;102;6;189
Ávila;16JUN2021;2;113;3;203
Málaga;16JUN2021;80;854;154;1580
Jaén;16JUN2021;25;538;91;998
Huesca;16JUN2021;5;71;4;207
Lleida;16JUN2021;10;272;11;499
Pontevedra;16JUN2021;4;576;21;705
Palencia;16JUN2021;1;66;7;157
Granada;16JUN2021;50;458;122;1507
Albacete;16JUN2021;6;135;5;326
Zaragoza;16JUN2021;19;479;43;1018
Soria;16JUN2021;1;51;0;142
Toledo;16JUN2021;21;266;23;546
Salamanca;16JUN2021;3;79;7;347
Ciudad Real;15JUN2021;10;207;26;648
Melilla;15JUN2021;0;87;3;65
Castellón/Castelló;15JUN2021;8;231;8;588
Zaragoza;15JUN2021;20;445;52;993
Zamora;15JUN2021;0;68;15;332
Almería;15JUN2021;10;278;42;1137
Alicante/Alacant;15JUN2021;13;858;65;2305
Segovia;15JUN2021;2;106;6;210
Huelva;15JUN2021;24;428;76;1045
Bizkaia;15JUN2021;30;786;47;1756
Araba/Álava;15JUN2021;6;297;8;564
Ávila;15JUN2021;12;126;8;235
Valencia/València;15JUN2021;66;924;119;4064
Girona;15JUN2021;14;435;35;1313
Teruel;15JUN2021;6;52;6;147
Jaén;15JUN2021;25;271;58;1010
Burgos;15JUN2021;25;259;23;735
Tarragona;15JUN2021;18;449;28;1084
Pontevedra;15JUN2021;3;567;21;801
León;15JUN2021;15;228;44;595
Guadalajara;15JUN2021;5;95;8;189
Granada;15JUN2021;35;573;159;1527
Madrid;15JUN2021;306;9110;435;11523
Palmas, Las;15JUN2021;14;885;35;1519
Salamanca;15JUN2021;3;92;5;419
Sevilla;15JUN2021;138;2332;256;1721
Ceuta;15JUN2021;1;60;0;57
Coruña, A;15JUN2021;7;600;53;1965
Santa Cruz de Tenerife;15JUN2021;53;626;67;1641
Cádiz;15JUN2021;51;660;106;1353
Gipuzkoa;15JUN2021;13;642;18;1367
Barcelona;15JUN2021;192;4168;356;10565
Cáceres;15JUN2021;3;228;28;710
Ourense;15JUN2021;1;346;12;461
Valladolid;15JUN2021;13;352;39;996
Toledo;15JUN2021;10;224;41;740
Córdoba;15JUN2021;102;1183;91;880
Huesca;15JUN2021;0;85;6;204
Rioja, La;15JUN2021;29;437;18;616
Lleida;15JUN2021;8;302;7;503
Palencia;15JUN2021;0;85;11;227
Cantabria;15JUN2021;3;94;30;1101
Cuenca;15JUN2021;0;26;3;269
Navarra;15JUN2021;27;836;60;1380
Baleares;15JUN2021;17;1131;35;1930
Málaga;15JUN2021;97;918;154;1798
Asturias;15JUN2021;10;280;56;2470
Albacete;15JUN2021;2;119;2;343
Soria;15JUN2021;2;49;2;178
Lugo;15JUN2021;0;185;9;480
Badajoz;15JUN2021;14;657;38;912
Murcia;15JUN2021;29;795;46;1672
Ourense;14JUN2021;1;388;12;467
Bizkaia;14JUN2021;27;735;54;2194
Cuenca;14JUN2021;0;24;0;148
Badajoz;14JUN2021;9;854;24;899
Gipuzkoa;14JUN2021;19;618;17;983
Ciudad Real;14JUN2021;17;211;26;620
Melilla;14JUN2021;1;124;0;51
Valladolid;14JUN2021;15;439;63;1017
Tarragona;14JUN2021;20;472;32;999
Ávila;14JUN2021;3;158;2;270
Ceuta;14JUN2021;2;76;0;26
Asturias;14JUN2021;10;258;48;2154
Zaragoza;14JUN2021;45;433;72;1218
Murcia;14JUN2021;26;921;38;1811
Toledo;14JUN2021;25;261;17;662
Santa Cruz de Tenerife;14JUN2021;34;577;55;1478
Granada;14JUN2021;45;486;157;1711
Palencia;14JUN2021;3;73;13;285
Jaén;14JUN2021;26;359;45;792
Cáceres;14JUN2021;4;234;10;549
Córdoba;14JUN2021;106;1205;37;543
Salamanca;14JUN2021;5;97;9;408
Cantabria;14JUN2021;1;99;34;1001
Madrid;14JUN2021;340;10182;233;9670
Lugo;14JUN2021;2;285;2;390
Guadalajara;14JUN2021;12;129;7;267
Teruel;14JUN2021;3;54;3;153
León;14JUN2021;15;289;57;645
Málaga;14JUN2021;81;1071;111;1316
Castellón/Castelló;14JUN2021;10;372;18;739
Palmas, Las;14JUN2021;8;793;15;1297
Coruña, A;14JUN2021;11;729;31;1414
Zamora;14JUN2021;1;49;13;393
Baleares;14JUN2021;12;1216;48;1924
Barcelona;14JUN2021;247;5044;337;9627
Segovia;14JUN2021;5;90;7;204
Sevilla;14JUN2021;182;2173;115;1333
Soria;14JUN2021;0;43;0;184
Burgos;14JUN2021;19;256;3;315
Pontevedra;14JUN2021;3;744;16;747
Albacete;14JUN2021;2;157;10;474
Alicante/Alacant;14JUN2021;28;908;38;1659
Lleida;14JUN2021;3;361;15;584
Almería;14JUN2021;11;257;17;802
Araba/Álava;14JUN2021;14;271;6;706
Valencia/València;14JUN2021;56;974;103;3684
Girona;14JUN2021;18;518;25;1010
Navarra;14JUN2021;19;981;35;1004
Rioja, La;14JUN2021;35;447;3;369
Huelva;14JUN2021;21;252;88;1250
Cádiz;14JUN2021;57;952;56;1204
Huesca;14JUN2021;6;96;6;306
Valladolid;13JUN2021;10;140;4;388
Zaragoza;13JUN2021;13;213;14;398
Zamora;13JUN2021;1;35;3;59
Toledo;13JUN2021;6;129;3;167
Guadalajara;13JUN2021;0;51;1;57
Coruña, A;13JUN2021;10;451;24;1147
Valencia/València;13JUN2021;13;421;16;983
Gipuzkoa;13JUN2021;19;296;26;1107
Granada;13JUN2021;26;145;31;497
Sevilla;13JUN2021;80;800;21;345
Ávila;13JUN2021;2;77;7;90
Burgos;13JUN2021;6;120;1;167
Salamanca;13JUN2021;1;32;5;247
Cádiz;13JUN2021;28;246;21;559
Ourense;13JUN2021;2;270;6;349
Castellón/Castelló;13JUN2021;2;134;1;197
Teruel;13JUN2021;0;32;2;53
Ceuta;13JUN2021;0;41;0;21
Rioja, La;13JUN2021;5;145;5;253
Palencia;13JUN2021;1;34;5;153
Tarragona;13JUN2021;10;183;27;286
Huelva;13JUN2021;7;55;19;476
Madrid;13JUN2021;67;2601;86;3739
Baleares;13JUN2021;2;929;10;999
Cáceres;13JUN2021;2;105;3;255
León;13JUN2021;2;84;5;100
Cantabria;13JUN2021;0;71;24;525
Cuenca;13JUN2021;1;18;1;56
Badajoz;13JUN2021;15;453;15;466
Santa Cruz de Tenerife;13JUN2021;29;321;54;811
Murcia;13JUN2021;6;198;13;747
Almería;13JUN2021;8;66;19;533
Lleida;13JUN2021;2;128;6;121
Araba/Álava;13JUN2021;9;109;10;422
Barcelona;13JUN2021;82;1135;61;2623
Pontevedra;13JUN2021;2;519;10;950
Segovia;13JUN2021;0;41;3;109
Asturias;13JUN2021;1;81;58;1762
Navarra;13JUN2021;6;347;37;684
Girona;13JUN2021;8;150;11;324
Málaga;13JUN2021;49;249;53;793
Jaén;13JUN2021;22;143;13;229
Soria;13JUN2021;1;36;1;90
Ciudad Real;13JUN2021;2;84;43;519
Córdoba;13JUN2021;61;497;48;434
Bizkaia;13JUN2021;19;304;32;1446
Melilla;13JUN2021;1;60;0;31
Huesca;13JUN2021;1;34;1;49
Palmas, Las;13JUN2021;9;397;23;948
Alicante/Alacant;13JUN2021;6;617;11;533
Lugo;13JUN2021;1;123;4;391
Albacete;13JUN2021;4;69;0;119
Burgos;12JUN2021;14;202;7;396
Gipuzkoa;12JUN2021;22;335;20;802
Palencia;12JUN2021;1;47;15;186
Bizkaia;12JUN2021;24;406;84;1631
Ciudad Real;12JUN2021;15;91;7;251
Valladolid;12JUN2021;26;173;5;361
Ávila;12JUN2021;3;55;3;253
Rioja, La;12JUN2021;14;238;11;279
Huesca;12JUN2021;3;47;5;92
Santa Cruz de Tenerife;12JUN2021;30;372;75;1331
Valencia/València;12JUN2021;18;474;75;2412
Melilla;12JUN2021;2;56;0;44
Almería;12JUN2021;5;55;31;651
Alicante/Alacant;12JUN2021;19;689;28;1539
Guadalajara;12JUN2021;4;39;1;125
Pontevedra;12JUN2021;3;515;12;771
Toledo;12JUN2021;9;98;8;263
Ceuta;12JUN2021;1;51;0;41
Zaragoza;12JUN2021;13;223;20;506
Albacete;12JUN2021;4;92;5;174
Badajoz;12JUN2021;10;366;12;513
Sevilla;12JUN2021;67;830;184;1497
Lleida;12JUN2021;3;139;4;230
Baleares;12JUN2021;4;1123;28;1676
Málaga;12JUN2021;42;313;53;1047
Huelva;12JUN2021;8;59;36;385
Madrid;12JUN2021;83;3466;255;6999
Barcelona;12JUN2021;83;1570;96;4726
Coruña, A;12JUN2021;3;408;44;2038
Palmas, Las;12JUN2021;4;455;21;972
Zamora;12JUN2021;6;59;0;44
Teruel;12JUN2021;1;26;1;63
Córdoba;12JUN2021;67;494;75;804
Soria;12JUN2021;2;47;2;118
León;12JUN2021;2;98;25;280
Salamanca;12JUN2021;2;39;1;214
Segovia;12JUN2021;0;39;1;100
Cuenca;12JUN2021;1;17;4;146
Cáceres;12JUN2021;4;88;13;398
Navarra;12JUN2021;12;363;81;1203
Asturias;12JUN2021;5;127;52;1604
Jaén;12JUN2021;11;126;37;721
Lugo;12JUN2021;1;100;11;394
Murcia;12JUN2021;18;382;21;1243
Girona;12JUN2021;9;226;31;483
Castellón/Castelló;12JUN2021;2;134;2;338
Granada;12JUN2021;36;188;52;675
Cádiz;12JUN2021;24;261;61;967
Ourense;12JUN2021;0;209;8;523
Tarragona;12JUN2021;14;229;10;384
Cantabria;12JUN2021;0;93;21;733
Araba/Álava;12JUN2021;11;125;34;568
Cuenca;11JUN2021;2;40;4;141
Tarragona;11JUN2021;26;592;45;1231
Granada;11JUN2021;45;522;129;1364
Navarra;11JUN2021;26;756;62;897
Pontevedra;11JUN2021;3;751;27;1137
Lleida;11JUN2021;0;255;24;659
Teruel;11JUN2021;1;34;7;159
Córdoba;11JUN2021;112;970;87;664
Badajoz;11JUN2021;8;622;33;1000
Lugo;11JUN2021;3;179;11;378
Valencia/València;11JUN2021;44;656;101;2882
Cádiz;11JUN2021;46;626;128;1446
Soria;11JUN2021;0;42;2;128
Palmas, Las;11JUN2021;10;799;35;1136
Ourense;11JUN2021;6;319;9;433
Ceuta;11JUN2021;7;121;3;49
Castellón/Castelló;11JUN2021;6;198;10;537
Girona;11JUN2021;17;468;28;1022
Jaén;11JUN2021;21;484;73;644
Asturias;11JUN2021;5;226;64;1757
Ávila;11JUN2021;5;120;3;162
Almería;11JUN2021;8;175;48;811
Alicante/Alacant;11JUN2021;35;693;43;1504
Valladolid;11JUN2021;39;459;28;674
Gipuzkoa;11JUN2021;23;524;31;1058
Málaga;11JUN2021;84;952;103;1283
Coruña, A;11JUN2021;4;652;37;1830
Zamora;11JUN2021;2;64;12;318
Araba/Álava;11JUN2021;12;292;8;672
Rioja, La;11JUN2021;27;388;9;204
Zaragoza;11JUN2021;23;469;53;1026
Murcia;11JUN2021;30;778;41;1150
Salamanca;11JUN2021;3;105;3;302
Cantabria;11JUN2021;1;87;23;949
Santa Cruz de Tenerife;11JUN2021;44;569;82;1531
Guadalajara;11JUN2021;4;112;7;220
Melilla;11JUN2021;0;85;1;41
Barcelona;11JUN2021;155;3828;273;9161
Albacete;11JUN2021;1;140;8;346
Cáceres;11JUN2021;2;189;20;623
Bizkaia;11JUN2021;46;799;56;1819
Palencia;11JUN2021;4;56;21;221
Ciudad Real;11JUN2021;11;172;34;591
Sevilla;11JUN2021;146;1827;203;1696
Huesca;11JUN2021;4;78;8;308
Segovia;11JUN2021;5;84;9;187
Burgos;11JUN2021;15;200;7;260
Toledo;11JUN2021;23;309;38;649
Baleares;11JUN2021;11;1526;57;2466
León;11JUN2021;13;255;56;507
Madrid;11JUN2021;310;10502;403;10395
Huelva;11JUN2021;20;302;107;1015
Lleida;10JUN2021;5;257;7;452
Granada;10JUN2021;41;423;108;1157
Palmas, Las;10JUN2021;14;882;41;1317
Teruel;10JUN2021;3;37;8;91
Burgos;10JUN2021;18;320;11;389
León;10JUN2021;14;268;44;372
Ceuta;10JUN2021;6;155;1;56
Córdoba;10JUN2021;79;808;50;384
Araba/Álava;10JUN2021;15;333;27;370
Santa Cruz de Tenerife;10JUN2021;38;690;57;1149
Guadalajara;10JUN2021;14;139;18;156
Ávila;10JUN2021;5;127;7;126
Zaragoza;10JUN2021;32;448;66;843
Madrid;10JUN2021;291;10238;369;9083
Ciudad Real;10JUN2021;19;204;12;347
Barcelona;10JUN2021;187;4360;314;8117
Huelva;10JUN2021;26;451;104;741
Bizkaia;10JUN2021;60;978;58;1997
Badajoz;10JUN2021;9;714;41;1122
Sevilla;10JUN2021;179;1874;289;1759
Segovia;10JUN2021;3;92;5;128
Palencia;10JUN2021;3;62;12;167
Coruña, A;10JUN2021;11;744;56;1947
Cádiz;10JUN2021;45;708;143;1313
Jaén;10JUN2021;23;301;85;913
Pontevedra;10JUN2021;3;632;31;1044
Lugo;10JUN2021;2;205;14;486
Asturias;10JUN2021;7;245;76;2778
Baleares;10JUN2021;14;1238;30;1929
Gipuzkoa;10JUN2021;25;684;30;859
Cantabria;10JUN2021;3;90;40;920
Ourense;10JUN2021;0;251;2;412
Zamora;10JUN2021;3;63;10;220
Castellón/Castelló;10JUN2021;7;284;17;512
Cuenca;10JUN2021;1;28;10;156
Huesca;10JUN2021;1;75;6;222
Rioja, La;10JUN2021;39;429;11;212
Alicante/Alacant;10JUN2021;31;845;46;1493
Valladolid;10JUN2021;41;447;51;627
Albacete;10JUN2021;5;150;4;307
Cáceres;10JUN2021;4;214;4;247
Soria;10JUN2021;2;40;2;106
Valencia/València;10JUN2021;32;814;113;2970
Málaga;10JUN2021;116;991;121;1322
Tarragona;10JUN2021;25;402;25;787
Almería;10JUN2021;13;215;51;873
Navarra;10JUN2021;30;884;68;990
Girona;10JUN2021;17;415;35;797
Murcia;10JUN2021;26;759;26;808
Toledo;10JUN2021;30;291;34;475
Salamanca;10JUN2021;1;109;7;338
Melilla;10JUN2021;0;76;0;35
Melilla;09JUN2021;0;118;3;51
Alicante/Alacant;09JUN2021;23;798;27;1597
Granada;09JUN2021;41;548;169;1689
Burgos;09JUN2021;25;283;20;366
Gipuzkoa;09JUN2021;30;801;44;1387
Castellón/Castelló;09JUN2021;11;270;25;614
Valencia/València;09JUN2021;35;874;111;3159
Bizkaia;09JUN2021;56;971;73;1959
Barcelona;09JUN2021;202;4039;294;8943
Lleida;09JUN2021;6;321;11;493
Almería;09JUN2021;5;181;50;857
Ciudad Real;09JUN2021;8;201;17;429
Teruel;09JUN2021;4;59;4;108
Girona;09JUN2021;19;483;42;1107
Palmas, Las;09JUN2021;23;959;51;1347
Cáceres;09JUN2021;7;230;22;497
Asturias;09JUN2021;6;232;65;2808
Valladolid;09JUN2021;15;379;22;827
Salamanca;09JUN2021;4;106;7;488
Palencia;09JUN2021;5;72;16;188
Tarragona;09JUN2021;18;413;32;1088
Baleares;09JUN2021;12;1097;32;2050
Huesca;09JUN2021;2;104;7;237
Málaga;09JUN2021;100;879;123;1625
Santa Cruz de Tenerife;09JUN2021;26;570;65;1602
Córdoba;09JUN2021;101;877;66;642
Cantabria;09JUN2021;4;99;27;961
Murcia;09JUN2021;8;198;15;911
Pontevedra;09JUN2021;4;764;21;1146
Madrid;09JUN2021;335;9478;448;10643
Zaragoza;09JUN2021;31;513;76;1079
Toledo;09JUN2021;30;303;39;540
Segovia;09JUN2021;3;88;11;163
Araba/Álava;09JUN2021;13;328;4;577
Ourense;09JUN2021;2;259;6;365
Coruña, A;09JUN2021;11;791;34;1709
Cádiz;09JUN2021;53;688;115;1319
Albacete;09JUN2021;6;132;22;332
Jaén;09JUN2021;19;380;115;1101
Guadalajara;09JUN2021;13;136;25;203
Ceuta;09JUN2021;3;109;1;47
Zamora;09JUN2021;5;65;7;318
Badajoz;09JUN2021;11;903;12;601
Ávila;09JUN2021;8;123;10;202
Cuenca;09JUN2021;1;34;10;174
Lugo;09JUN2021;2;213;12;394
Soria;09JUN2021;0;47;1;150
León;09JUN2021;17;252;31;579
Huelva;09JUN2021;22;517;77;824
Navarra;09JUN2021;16;825;69;1080
Rioja, La;09JUN2021;16;224;5;202
Sevilla;09JUN2021;180;2047;314;2065
Lleida;08JUN2021;9;300;21;530
Gipuzkoa;08JUN2021;24;745;38;1192
Asturias;08JUN2021;5;255;93;2966
Rioja, La;08JUN2021;22;484;18;369
Málaga;08JUN2021;88;1228;114;1713
Cádiz;08JUN2021;48;786;114;1482
Zamora;08JUN2021;3;75;22;369
Salamanca;08JUN2021;6;110;1;405
Alicante/Alacant;08JUN2021;38;876;54;2366
Tarragona;08JUN2021;45;569;46;1314
Ávila;08JUN2021;6;119;11;242
Toledo;08JUN2021;32;309;46;736
Segovia;08JUN2021;7;102;0;175
Barcelona;08JUN2021;190;4445;329;10281
Baleares;08JUN2021;9;927;61;2274
Huesca;08JUN2021;5;108;13;281
Cuenca;08JUN2021;2;41;6;209
Castellón/Castelló;08JUN2021;15;278;14;579
Ceuta;08JUN2021;3;142;0;55
Santa Cruz de Tenerife;08JUN2021;32;637;66;1773
Cantabria;08JUN2021;1;91;32;1193
Girona;08JUN2021;26;494;28;1263
Jaén;08JUN2021;30;416;100;1184
Guadalajara;08JUN2021;13;138;20;217
Ciudad Real;08JUN2021;10;182;21;519
