PROVINCIA;FECHA_PRUEBA;N_ANT_POSITIVOS;N_ANT;N_PCR_POSITIVOS;N_PCR
Araba/Álava;21JUN2021;14;203;6;836
Granada;21JUN2021;36;436;112;1540
Lleida;21JUN2021;10;350;8;473
Ávila;21JUN2021;1;69;31;275
Murcia;21JUN2021;28;825;33;1503
Huelva;21JUN2021;19;229;68;1090
Pontevedra;21JUN2021;5;528;18;662
Valladolid;21JUN2021;14;438;24;898
Jaén;21JUN2021;33;422;56;894
León;21JUN2021;21;297;56;550
Melilla;21JUN2021;3;118;1;52
Ourense;21JUN2021;5;281;5;436
Teruel;21JUN2021;7;51;10;195
Palencia;21JUN2021;1;74;20;247
Salamanca;21JUN2021;2;74;6;341
Córdoba;21JUN2021;87;1099;31;319
Zamora;21JUN2021;0;50;8;307
Madrid;21JUN2021;349;10741;235;9339
Segovia;21JUN2021;2;97;3;189
Cuenca;21JUN2021;0;32;0;129
Málaga;21JUN2021;85;840;100;1371
Alicante/Alacant;21JUN2021;57;1055;60;1586
Cantabria;21JUN2021;3;112;61;1445
Sevilla;21JUN2021;137;2019;109;1394
Almería;21JUN2021;6;234;38;902
Bizkaia;21JUN2021;33;636;40;2085
Cáceres;21JUN2021;6;262;27;522
Castellón/Castelló;21JUN2021;9;268;7;658
Guadalajara;21JUN2021;3;86;2;195
Tarragona;21JUN2021;33;651;41;1016
Santa Cruz de Tenerife;21JUN2021;46;604;129;1487
Navarra;20JUN2021;12;412;26;679
Gipuzkoa;20JUN2021;5;265;10;444
Coruña, A;20JUN2021;6;393;35;1164
Albacete;20JUN2021;3;69;17;192
Cáceres;20JUN2021;1;80;4;238
Ávila;20JUN2021;3;44;6;77
Murcia;20JUN2021;4;164;8;719
Cádiz;20JUN2021;27;258;19;454
Castellón/Castelló;20JUN2021;4;126;3;238
Jaén;20JUN2021;14;112;15;237
Sevilla;20JUN2021;53;772;44;450
Guadalajara;20JUN2021;3;42;1;48
Salamanca;20JUN2021;0;37;3;234
Baleares;20JUN2021;14;856;19;1107
Palencia;20JUN2021;0;45;1;96
Valladolid;20JUN2021;9;138;7;338
Melilla;20JUN2021;0;62;0;48
Madrid;20JUN2021;96;2309;94;3256
Pontevedra;20JUN2021;5;355;11;524
Huesca;20JUN2021;1;47;1;53
Araba/Álava;20JUN2021;2;84;10;115
Lugo;20JUN2021;3;92;8;356
León;20JUN2021;6;107;1;148
Palmas, Las;20JUN2021;9;409;26;684
Teruel;20JUN2021;1;27;1;44
Girona;20JUN2021;16;224;6;268
Zaragoza;20JUN2021;11;182;6;387
Soria;20JUN2021;0;24;0;69
Lleida;20JUN2021;2;113;5;130
Toledo;20JUN2021;3;105;3;170
Valencia/València;20JUN2021;25;543;45;1060
Rioja, La;20JUN2021;11;223;11;267
Barcelona;20JUN2021;103;1301;68;2443
Badajoz;20JUN2021;6;394;3;383
Santa Cruz de Tenerife;20JUN2021;28;327;115;1266
Segovia;20JUN2021;0;34;0;113
Cantabria;20JUN2021;3;97;63;897
Ciudad Real;20JUN2021;2;75;4;167
Ceuta;20JUN2021;0;17;0;36
Burgos;20JUN2021;6;104;0;156
Málaga;20JUN2021;29;237;37;798
Tarragona;20JUN2021;16;246;9;199
Cuenca;20JUN2021;1;8;3;64
Bizkaia;20JUN2021;24;385;33;1454
Alicante/Alacant;20JUN2021;15;686;10;587
Asturias;20JUN2021;1;112;57;1574
Huelva;20JUN2021;7;73;18;488
Córdoba;20JUN2021;101;668;27;372
Ourense;20JUN2021;4;151;5;255
Almería;20JUN2021;4;55;26;502
Zamora;20JUN2021;3;44;0;49
Granada;20JUN2021;26;149;19;408
Valladolid;19JUN2021;8;140;6;372
Albacete;19JUN2021;2;55;6;237
Melilla;19JUN2021;0;72;0;50
Ciudad Real;19JUN2021;1;82;5;185
Guadalajara;19JUN2021;2;35;1;113
Santa Cruz de Tenerife;19JUN2021;34;339;78;1127
Ávila;19JUN2021;0;46;3;229
Almería;19JUN2021;4;48;18;660
Baleares;19JUN2021;7;995;35;1452
Cáceres;19JUN2021;1;111;10;366
Barcelona;19JUN2021;101;1875;149;4730
Jaén;19JUN2021;12;97;25;648
Lleida;19JUN2021;1;131;3;234
Lugo;19JUN2021;2;116;9;574
Murcia;19JUN2021;26;338;35;1507
Málaga;19JUN2021;40;282;41;830
Madrid;19JUN2021;84;3272;219;7302
Palmas, Las;19JUN2021;7;259;19;1025
Teruel;19JUN2021;0;26;4;62
Tarragona;19JUN2021;16;319;18;414
Sevilla;19JUN2021;50;777;67;928
Badajoz;19JUN2021;5;593;31;640
Castellón/Castelló;19JUN2021;4;164;3;362
Alicante/Alacant;19JUN2021;14;762;51;1167
Toledo;19JUN2021;4;99;4;186
Bizkaia;19JUN2021;37;453;56;1261
León;19JUN2021;7;97;35;343
Zaragoza;19JUN2021;12;216;17;482
Córdoba;19JUN2021;79;520;95;851
Cádiz;19JUN2021;25;293;55;1009
Gipuzkoa;19JUN2021;11;252;23;987
Segovia;19JUN2021;1;28;2;124
Rioja, La;19JUN2021;15;266;6;368
Salamanca;19JUN2021;1;31;1;230
Navarra;19JUN2021;15;364;55;691
Burgos;19JUN2021;7;132;7;341
Valencia/València;19JUN2021;42;744;102;2469
Cantabria;19JUN2021;3;76;71;946
Huelva;19JUN2021;8;61;9;341
Girona;19JUN2021;12;315;33;581
Huesca;19JUN2021;1;39;2;67
Pontevedra;19JUN2021;4;311;11;654
Palencia;19JUN2021;1;50;10;149
Soria;19JUN2021;0;6;1;107
Cuenca;19JUN2021;0;8;2;136
Asturias;19JUN2021;3;107;56;1394
Ceuta;19JUN2021;1;36;0;23
Coruña, A;19JUN2021;7;419;35;1997
Zamora;19JUN2021;2;52;2;55
Ourense;19JUN2021;0;174;6;360
Araba/Álava;19JUN2021;7;101;12;721
Granada;19JUN2021;34;182;39;554
Ourense;18JUN2021;6;245;9;425
Palmas, Las;18JUN2021;6;913;42;1067
Jaén;18JUN2021;15;287;41;594
Segovia;18JUN2021;2;77;2;179
Asturias;18JUN2021;2;208;60;1799
Soria;18JUN2021;0;43;1;81
Coruña, A;18JUN2021;12;621;48;1801
Cuenca;18JUN2021;1;18;1;148
Navarra;18JUN2021;17;796;85;1002
Cáceres;18JUN2021;5;183;23;656
Ciudad Real;18JUN2021;8;157;22;518
Zamora;18JUN2021;1;69;5;270
Madrid;18JUN2021;231;8861;341;9625
Cantabria;18JUN2021;2;102;76;1387
Melilla;18JUN2021;3;103;3;48
Málaga;18JUN2021;59;867;163;1652
Almería;18JUN2021;7;221;22;777
Burgos;18JUN2021;21;254;9;478
Toledo;18JUN2021;21;276;33;581
Valladolid;18JUN2021;13;326;33;594
Teruel;18JUN2021;1;53;14;191
Gipuzkoa;18JUN2021;10;440;11;491
Sevilla;18JUN2021;142;1683;215;1630
Zaragoza;18JUN2021;39;403;39;881
Ávila;18JUN2021;6;95;14;181
Lugo;18JUN2021;1;182;7;429
Córdoba;18JUN2021;135;844;78;709
Granada;18JUN2021;47;291;157;1453
Murcia;18JUN2021;25;713;46;940
Valencia/València;18JUN2021;79;918;108;3694
Baleares;18JUN2021;11;1217;48;2217
Tarragona;18JUN2021;21;665;36;1275
Bizkaia;18JUN2021;40;750;59;1845
León;18JUN2021;17;193;28;462
Girona;18JUN2021;20;518;15;859
Castellón/Castelló;18JUN2021;17;268;12;616
Badajoz;18JUN2021;6;537;48;670
Huelva;18JUN2021;18;258;51;690
Pontevedra;18JUN2021;7;453;14;682
Salamanca;18JUN2021;2;82;6;278
Guadalajara;18JUN2021;4;129;23;239
Palencia;18JUN2021;0;70;13;181
Albacete;18JUN2021;3;110;12;309
Araba/Álava;18JUN2021;17;195;12;398
Cádiz;18JUN2021;63;692;91;1020
Ceuta;18JUN2021;0;110;0;59
Alicante/Alacant;18JUN2021;37;1218;55;1682
Rioja, La;18JUN2021;19;321;26;285
Barcelona;18JUN2021;221;4260;336;8869
Santa Cruz de Tenerife;18JUN2021;45;696;102;1661
Huesca;18JUN2021;3;70;0;239
Lleida;18JUN2021;7;310;8;494
Valencia/València;17JUN2021;66;927;169;2720
Gipuzkoa;17JUN2021;11;492;26;710
Santa Cruz de Tenerife;17JUN2021;61;728;91;1802
Cantabria;17JUN2021;4;121;52;911
Albacete;17JUN2021;6;100;14;379
Ávila;17JUN2021;4;100;9;141
León;17JUN2021;13;194;40;358
Melilla;17JUN2021;4;63;2;39
Zamora;17JUN2021;1;49;3;205
Salamanca;17JUN2021;1;77;1;284
Cuenca;17JUN2021;0;29;5;115
Teruel;17JUN2021;4;40;19;118
Cáceres;17JUN2021;11;282;21;492
Castellón/Castelló;17JUN2021;13;244;8;413
Asturias;17JUN2021;8;224;78;2108
Palmas, Las;17JUN2021;13;971;32;1335
Almería;17JUN2021;5;210;25;763
Málaga;17JUN2021;93;950;151;1379
Guadalajara;17JUN2021;16;118;4;172
Madrid;17JUN2021;218;9132;291;7764
Granada;17JUN2021;52;237;128;1126
Huelva;17JUN2021;17;343;76;592
Toledo;17JUN2021;13;238;26;390
Ceuta;17JUN2021;0;74;1;39
Córdoba;17JUN2021;95;852;72;699
Valladolid;17JUN2021;18;309;16;555
Tarragona;17JUN2021;18;502;37;951
Barcelona;17JUN2021;236;4321;305;8927
Girona;17JUN2021;27;506;23;625
Palencia;17JUN2021;4;67;7;149
Araba/Álava;17JUN2021;6;219;13;273
Sevilla;17JUN2021;148;1836;256;1722
Ourense;17JUN2021;2;203;5;393
Huesca;17JUN2021;6;51;2;155
Cádiz;17JUN2021;64;660;145;1288
Alicante/Alacant;17JUN2021;37;1036;42;1168
Zaragoza;17JUN2021;19;295;54;760
Segovia;17JUN2021;1;88;4;105
Baleares;17JUN2021;16;1142;42;1769
Coruña, A;17JUN2021;11;674;56;1552
Badajoz;17JUN2021;17;712;27;756
Ciudad Real;17JUN2021;4;125;18;423
Soria;17JUN2021;1;33;1;83
Rioja, La;17JUN2021;25;478;24;298
Burgos;17JUN2021;18;246;2;288
Murcia;17JUN2021;38;734;38;991
Navarra;17JUN2021;18;746;62;1036
Pontevedra;17JUN2021;3;539;23;577
Jaén;17JUN2021;18;489;97;619
Lugo;17JUN2021;3;206;4;369
Lleida;17JUN2021;11;270;5;349
Bizkaia;17JUN2021;43;840;56;1659
Zaragoza;16JUN2021;19;479;43;1018
León;16JUN2021;11;235;23;459
Sevilla;16JUN2021;142;2157;155;1398
Salamanca;16JUN2021;3;79;7;347
Gipuzkoa;16JUN2021;16;601;23;1056
Zamora;16JUN2021;1;82;12;225
Tarragona;16JUN2021;27;567;29;860
Barcelona;16JUN2021;248;4030;343;8963
Guadalajara;16JUN2021;5;102;6;190
Castellón/Castelló;16JUN2021;8;221;27;547
Baleares;16JUN2021;3;1107;37;2229
Ceuta;16JUN2021;1;57;0;55
Ciudad Real;16JUN2021;4;181;13;424
Murcia;16JUN2021;30;800;39;1209
Coruña, A;16JUN2021;13;688;41;1726
Bizkaia;16JUN2021;51;791;62;2377
Ávila;16JUN2021;2;113;3;203
Palmas, Las;16JUN2021;14;786;20;1089
Soria;16JUN2021;1;51;0;142
Cáceres;16JUN2021;7;163;10;570
Madrid;16JUN2021;236;9481;382;9642
Jaén;16JUN2021;25;538;91;1004
Badajoz;16JUN2021;19;636;23;907
Granada;16JUN2021;56;470;124;1532
Almería;16JUN2021;6;189;44;1006
Lleida;16JUN2021;10;274;11;503
Málaga;16JUN2021;89;884;158;1671
Cuenca;16JUN2021;0;25;4;180
Palencia;16JUN2021;1;66;7;157
Huelva;16JUN2021;22;313;63;1122
Santa Cruz de Tenerife;16JUN2021;53;672;77;1488
Toledo;16JUN2021;21;266;23;546
Córdoba;16JUN2021;141;1132;107;741
Valencia/València;16JUN2021;64;862;106;3136
Araba/Álava;16JUN2021;12;245;28;605
Segovia;16JUN2021;3;84;7;177
Girona;16JUN2021;23;468;20;854
Huesca;16JUN2021;5;71;4;207
Cantabria;16JUN2021;1;107;40;969
Ourense;16JUN2021;8;249;10;314
Asturias;16JUN2021;5;242;42;2298
Teruel;16JUN2021;5;47;19;131
Albacete;16JUN2021;6;135;5;326
Rioja, La;16JUN2021;20;361;15;468
Burgos;16JUN2021;10;265;14;499
Cádiz;16JUN2021;64;657;162;1366
Valladolid;16JUN2021;17;299;16;723
Melilla;16JUN2021;0;85;0;36
Alicante/Alacant;16JUN2021;28;900;59;1502
Navarra;16JUN2021;29;801;49;929
Pontevedra;16JUN2021;4;576;21;705
Lugo;16JUN2021;1;165;22;594
Huesca;15JUN2021;0;85;6;204
León;15JUN2021;15;228;44;595
Valencia/València;15JUN2021;66;939;120;4170
Ciudad Real;15JUN2021;10;207;26;648
Alicante/Alacant;15JUN2021;17;961;68;2317
Toledo;15JUN2021;10;224;41;740
Pontevedra;15JUN2021;3;567;21;801
Badajoz;15JUN2021;14;657;38;912
Lugo;15JUN2021;0;185;9;480
Jaén;15JUN2021;25;271;58;1010
Murcia;15JUN2021;29;795;46;1673
Gipuzkoa;15JUN2021;13;642;18;1367
Guadalajara;15JUN2021;5;95;8;189
Huelva;15JUN2021;24;454;76;1048
Ourense;15JUN2021;1;346;12;461
Lleida;15JUN2021;8;308;7;504
Tarragona;15JUN2021;18;449;28;1096
Araba/Álava;15JUN2021;6;298;8;564
Salamanca;15JUN2021;3;92;5;419
Bizkaia;15JUN2021;30;792;47;1759
Ávila;15JUN2021;12;126;8;235
Castellón/Castelló;15JUN2021;8;231;8;594
Valladolid;15JUN2021;13;352;39;996
Coruña, A;15JUN2021;7;600;53;1965
Córdoba;15JUN2021;102;1184;94;916
Zaragoza;15JUN2021;20;445;52;993
Melilla;15JUN2021;0;87;3;65
Teruel;15JUN2021;6;52;6;147
Palencia;15JUN2021;0;85;11;227
Navarra;15JUN2021;27;836;60;1381
Barcelona;15JUN2021;192;4171;357;10586
Almería;15JUN2021;10;279;42;1137
Asturias;15JUN2021;10;280;56;2472
Madrid;15JUN2021;313;9273;445;11638
Rioja, La;15JUN2021;31;477;19;650
Girona;15JUN2021;14;436;35;1314
Segovia;15JUN2021;2;106;6;210
Cuenca;15JUN2021;0;26;3;269
Granada;15JUN2021;35;583;159;1527
Palmas, Las;15JUN2021;14;885;35;1523
Soria;15JUN2021;2;49;2;178
Cantabria;15JUN2021;3;94;30;1101
Burgos;15JUN2021;25;259;23;735
Cádiz;15JUN2021;53;733;106;1392
Baleares;15JUN2021;17;1131;41;1936
Málaga;15JUN2021;102;944;154;1804
Albacete;15JUN2021;2;119;2;344
Cáceres;15JUN2021;3;228;28;710
Santa Cruz de Tenerife;15JUN2021;53;626;67;1647
Zamora;15JUN2021;0;68;15;332
Sevilla;15JUN2021;142;2340;256;1732
Ceuta;15JUN2021;1;60;0;57
Bizkaia;14JUN2021;27;736;54;2196
Córdoba;14JUN2021;106;1207;37;544
Rioja, La;14JUN2021;35;474;4;413
Segovia;14JUN2021;5;90;7;204
Soria;14JUN2021;0;43;0;184
Palmas, Las;14JUN2021;8;793;15;1300
Ceuta;14JUN2021;2;76;0;26
Madrid;14JUN2021;346;10323;236;9704
Badajoz;14JUN2021;9;854;24;899
Castellón/Castelló;14JUN2021;10;373;18;739
Cáceres;14JUN2021;4;235;10;549
Lleida;14JUN2021;3;361;15;585
León;14JUN2021;15;289;57;645
Valencia/València;14JUN2021;56;990;103;3704
Cuenca;14JUN2021;0;24;0;148
Pontevedra;14JUN2021;3;744;16;747
Lugo;14JUN2021;2;285;2;390
Huelva;14JUN2021;21;306;88;1253
Almería;14JUN2021;11;258;17;802
Ávila;14JUN2021;3;158;2;270
Zaragoza;14JUN2021;45;433;72;1219
Gipuzkoa;14JUN2021;19;618;17;983
Albacete;14JUN2021;2;157;10;474
Jaén;14JUN2021;26;360;45;792
Barcelona;14JUN2021;248;5080;341;9707
Guadalajara;14JUN2021;12;129;7;267
Melilla;14JUN2021;1;124;0;51
Coruña, A;14JUN2021;11;729;31;1414
Baleares;14JUN2021;12;1216;50;1926
Cádiz;14JUN2021;61;1008;57;1213
Toledo;14JUN2021;25;261;17;663
Alicante/Alacant;14JUN2021;43;997;38;1662
Navarra;14JUN2021;19;981;35;1009
Tarragona;14JUN2021;20;477;34;1026
