"date","province","ccaa","new_cases","PCR","TestAc","activos","hospitalized","hospitalized_accumulated","hospitalized_new","intensive_care","deceased","cases_accumulated","cases_accumulated_PCR","recovered","source_name","source","comments"
"2020-02-29","Cantabria","Cantabria",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-02-29","Barcelona","Cataluña",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,"Transparencia Catalunya","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv",""
"2020-02-29","Girona","Cataluña",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Sin fuente","https://github.com/nachotronic/covid19/blob/master/casos_girona.csv",""
"2020-02-29","Ceuta","Ceuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-02-29","Madrid","Madrid, Comunidad de",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-02-29","Melilla","Melilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-02-29","Murcia","Murcia, Región de",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-02-29","Navarra","Navarra, Comunidad Foral de",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-02-29","Rioja, La","Rioja, La",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-01","Asturias","Asturias, Principado de",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-01","Balears, Illes","Balears, Illes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-01","Cantabria","Cantabria",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-01","Barcelona","Cataluña",1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"Transparencia Catalunya","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv",""
"2020-03-01","Girona","Cataluña",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"Sin fuente","https://github.com/nachotronic/covid19/blob/master/casos_girona.csv",""
"2020-03-01","Ceuta","Ceuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-01","Lugo","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-01","Ourense","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-01","Pontevedra","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-01","Madrid","Madrid, Comunidad de",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-01","Melilla","Melilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-01","Murcia","Murcia, Región de",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-01","Navarra","Navarra, Comunidad Foral de",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-01","Rioja, La","Rioja, La",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-02","Asturias","Asturias, Principado de",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-02","Balears, Illes","Balears, Illes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-02","Cantabria","Cantabria",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-02","Barcelona","Cataluña",11,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,"Transparencia Catalunya","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv",""
"2020-03-02","Girona","Cataluña",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"Sin fuente","https://github.com/nachotronic/covid19/blob/master/casos_girona.csv",""
"2020-03-02","Ceuta","Ceuta",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-02","Coruña, A","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-02","Lugo","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-02","Ourense","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-02","Pontevedra","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-02","Madrid","Madrid, Comunidad de",NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-02","Melilla","Melilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-02","Murcia","Murcia, Región de",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-02","Navarra","Navarra, Comunidad Foral de",NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-02","Rioja, La","Rioja, La",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-03","Asturias","Asturias, Principado de",NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-03","Balears, Illes","Balears, Illes",NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-03","Cantabria","Cantabria",NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-03","Barcelona","Cataluña",2,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,"Transparencia Catalunya","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv",""
"2020-03-03","Ceuta","Ceuta",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-03","Coruña, A","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-03","Lugo","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-03","Ourense","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-03","Pontevedra","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-03","Madrid","Madrid, Comunidad de",NA,NA,NA,NA,NA,NA,NA,2,0,49,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-03","Melilla","Melilla",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-03","Murcia","Murcia, Región de",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-03","Navarra","Navarra, Comunidad Foral de",NA,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-03","Rioja, La","Rioja, La",NA,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-04","Asturias","Asturias, Principado de",NA,NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-04","Balears, Illes","Balears, Illes",NA,NA,NA,NA,NA,NA,NA,0,0,5,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-04","Cantabria","Cantabria",NA,NA,NA,NA,NA,NA,NA,0,0,10,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-04","Barcelona","Cataluña",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,"Falta fuente","",""
"2020-03-04","Girona","Cataluña",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,"Sin fuente","https://github.com/nachotronic/covid19/blob/master/casos_girona.csv",""
"2020-03-04","Ceuta","Ceuta",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-04","Coruña, A","Galicia",NA,NA,NA,1,NA,NA,NA,NA,0,1,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-04","Lugo","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-04","Ourense","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-04","Pontevedra","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-04","Madrid","Madrid, Comunidad de",NA,NA,NA,NA,NA,NA,NA,2,0,70,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-04","Melilla","Melilla",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-04","Murcia","Murcia, Región de",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-04","Navarra","Navarra, Comunidad Foral de",NA,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-04","Rioja, La","Rioja, La",NA,NA,NA,NA,NA,NA,NA,0,0,7,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-05","Asturias","Asturias, Principado de",NA,NA,NA,NA,NA,NA,NA,2,0,5,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-05","Balears, Illes","Balears, Illes",NA,NA,NA,NA,NA,NA,NA,0,0,6,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-05","Cantabria","Cantabria",NA,NA,NA,NA,NA,NA,NA,0,0,10,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-05","Barcelona","Cataluña",NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,"Transparencia Catalunya","https://analisi.transparenciacatalunya.cat/Salut/Registre-de-test-de-COVID-19-realitzats-a-Cataluny/jj6z-iyrp/data;https://code.montera34.com:4443/numeroteca/covid19/-/blob/master/data/output/spain/catalunya-cases-evolution-by-province.csv",""
"2020-03-05","Girona","Cataluña",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"2020-03-05","Ceuta","Ceuta",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-05","Coruña, A","Galicia",NA,NA,NA,1,NA,NA,NA,NA,0,1,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-05","Lugo","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-05","Ourense","Galicia",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-05","Pontevedra","Galicia",NA,NA,NA,1,NA,NA,NA,NA,0,1,NA,0,"galiciancovid19.info","https://galiciancovid19.info/",""
"2020-03-05","Madrid","Madrid, Comunidad de",NA,NA,NA,NA,NA,NA,NA,2,1,90,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-05","Melilla","Melilla",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-05","Murcia","Murcia, Región de",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-05","Navarra","Navarra, Comunidad Foral de",NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-05","Rioja, La","Rioja, La",NA,NA,NA,NA,NA,NA,NA,0,0,11,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-06","Asturias","Asturias, Principado de",NA,NA,NA,NA,NA,NA,NA,2,0,5,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-06","Balears, Illes","Balears, Illes",NA,NA,NA,NA,NA,NA,NA,0,0,6,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
"2020-03-06","Cantabria","Cantabria",NA,NA,NA,NA,NA,NA,NA,0,0,10,NA,NA,"Ministerio de Sanidad (Datadista);RTVE","Datadista (Ministerio de Sanidad) https://github.com/datadista/datasets/tree/master/COVID%2019","los activos son de flourish de rtve"
