ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
CT,2020-11-27,1517,1502,0,7,8,0
EX,2020-11-27,140,85,1,54,0,0
GA,2020-11-27,399,366,0,33,0,0
IB,2020-11-27,165,127,2,36,0,0
MC,2020-11-27,248,180,0,68,0,0
MD,2020-11-27,1646,1053,0,593,0,0
ML,2020-11-27,26,17,0,9,0,0
NC,2020-11-27,107,61,0,46,0,0
PV,2020-11-27,631,338,0,293,0,0
RI,2020-11-27,123,116,0,7,0,0
VC,2020-11-27,1075,880,0,195,0,0
AN,2020-11-28,940,783,0,157,0,0
AR,2020-11-28,295,291,0,4,0,0
AS,2020-11-28,144,137,0,7,0,0
CB,2020-11-28,87,85,0,2,0,0
CE,2020-11-28,7,5,0,2,0,0
CL,2020-11-28,327,227,0,100,0,0
CM,2020-11-28,297,270,0,27,0,0
CN,2020-11-28,137,101,0,36,0,0
CT,2020-11-28,612,608,0,2,1,1
EX,2020-11-28,72,47,0,25,0,0
GA,2020-11-28,329,313,0,16,0,0
IB,2020-11-28,199,180,0,19,0,0
MC,2020-11-28,167,144,0,23,0,0
MD,2020-11-28,390,241,0,149,0,0
ML,2020-11-28,12,10,0,2,0,0
NC,2020-11-28,71,50,0,21,0,0
PV,2020-11-28,518,326,0,192,0,0
RI,2020-11-28,66,65,0,1,0,0
VC,2020-11-28,842,733,0,109,0,0
AN,2020-11-29,468,324,0,144,0,0
AR,2020-11-29,166,159,0,7,0,0
AS,2020-11-29,185,181,0,4,0,0
CB,2020-11-29,90,89,0,0,0,1
CE,2020-11-29,3,0,0,3,0,0
CL,2020-11-29,214,120,0,94,0,0
CM,2020-11-29,146,115,0,31,0,0
CN,2020-11-29,83,66,0,17,0,0
CT,2020-11-29,385,383,0,2,0,0
EX,2020-11-29,45,25,0,20,0,0
GA,2020-11-29,250,238,0,12,0,0
IB,2020-11-29,124,106,0,18,0,0
MC,2020-11-29,44,36,0,8,0,0
MD,2020-11-29,239,135,0,104,0,0
ML,2020-11-29,5,4,0,1,0,0
NC,2020-11-29,86,77,0,9,0,0
PV,2020-11-29,410,260,0,150,0,0
RI,2020-11-29,56,56,0,0,0,0
VC,2020-11-29,413,332,0,81,0,0
AN,2020-11-30,982,545,0,437,0,0
AR,2020-11-30,226,210,0,16,0,0
AS,2020-11-30,155,136,0,19,0,0
CB,2020-11-30,104,101,0,2,0,1
CE,2020-11-30,10,5,0,5,0,0
CL,2020-11-30,440,237,0,202,1,0
CM,2020-11-30,400,302,0,97,1,0
CN,2020-11-30,105,69,0,36,0,0
CT,2020-11-30,1534,1505,0,8,15,6
EX,2020-11-30,149,96,0,53,0,0
GA,2020-11-30,310,276,0,34,0,0
IB,2020-11-30,163,119,0,44,0,0
MC,2020-11-30,178,99,0,79,0,0
MD,2020-11-30,1295,579,0,716,0,0
ML,2020-11-30,24,2,0,22,0,0
NC,2020-11-30,78,46,0,32,0,0
PV,2020-11-30,438,190,0,248,0,0
RI,2020-11-30,34,31,0,3,0,0
VC,2020-11-30,775,617,0,158,0,0
AN,2020-12-01,1436,979,0,457,0,0
AR,2020-12-01,354,344,0,9,1,0
AS,2020-12-01,245,225,0,20,0,0
CB,2020-12-01,198,196,0,2,0,0
CE,2020-12-01,14,4,0,10,0,0
CL,2020-12-01,566,411,0,155,0,0
CM,2020-12-01,498,411,0,87,0,0
CN,2020-12-01,188,105,0,83,0,0
CT,2020-12-01,1474,1452,0,7,11,4
EX,2020-12-01,172,107,0,65,0,0
GA,2020-12-01,373,342,0,31,0,0
IB,2020-12-01,215,175,0,40,0,0
MC,2020-12-01,249,164,3,82,0,0
MD,2020-12-01,1547,911,0,636,0,0
ML,2020-12-01,22,17,0,5,0,0
NC,2020-12-01,77,43,0,34,0,0
PV,2020-12-01,558,314,0,244,0,0
RI,2020-12-01,85,82,0,3,0,0
VC,2020-12-01,1200,990,0,210,0,0
AN,2020-12-02,1319,929,0,390,0,0
AR,2020-12-02,294,287,0,7,0,0
AS,2020-12-02,229,214,0,15,0,0
CB,2020-12-02,119,118,0,1,0,0
CE,2020-12-02,9,4,0,5,0,0
CL,2020-12-02,384,227,0,156,1,0
CM,2020-12-02,511,408,0,103,0,0
CN,2020-12-02,215,133,0,82,0,0
CT,2020-12-02,1403,1385,0,5,10,3
EX,2020-12-02,175,97,0,78,0,0
GA,2020-12-02,356,328,0,28,0,0
IB,2020-12-02,220,167,2,51,0,0
MC,2020-12-02,227,154,0,72,1,0
MD,2020-12-02,1432,821,0,611,0,0
ML,2020-12-02,31,5,0,26,0,0
NC,2020-12-02,119,87,0,32,0,0
PV,2020-12-02,579,337,0,242,0,0
RI,2020-12-02,46,45,0,1,0,0
VC,2020-12-02,1168,931,0,237,0,0
AN,2020-12-03,1182,826,0,356,0,0
AR,2020-12-03,247,241,0,6,0,0
AS,2020-12-03,234,217,0,17,0,0
CB,2020-12-03,151,148,0,3,0,0
CE,2020-12-03,9,3,0,6,0,0
CL,2020-12-03,465,290,0,174,1,0
CM,2020-12-03,469,377,0,92,0,0
CN,2020-12-03,154,117,0,37,0,0
CT,2020-12-03,1216,1204,0,3,8,1
EX,2020-12-03,161,101,0,60,0,0
GA,2020-12-03,354,333,0,21,0,0
IB,2020-12-03,269,215,1,53,0,0
MC,2020-12-03,154,78,0,76,0,0
MD,2020-12-03,1318,726,0,592,0,0
ML,2020-12-03,9,3,0,6,0,0
NC,2020-12-03,82,64,0,18,0,0
PV,2020-12-03,476,281,0,195,0,0
RI,2020-12-03,41,40,0,1,0,0
VC,2020-12-03,1128,940,0,188,0,0
AN,2020-12-04,1230,813,0,417,0,0
AR,2020-12-04,224,214,0,10,0,0
AS,2020-12-04,199,178,0,21,0,0
CB,2020-12-04,128,125,0,3,0,0
CE,2020-12-04,3,1,0,2,0,0
CL,2020-12-04,453,289,0,164,0,0
CM,2020-12-04,539,429,0,109,1,0
CN,2020-12-04,224,163,0,61,0,0
CT,2020-12-04,1224,1207,0,5,8,4
EX,2020-12-04,148,78,0,68,0,2
GA,2020-12-04,329,309,0,20,0,0
IB,2020-12-04,239,206,0,33,0,0
MC,2020-12-04,220,167,0,53,0,0
MD,2020-12-04,1427,845,0,582,0,0
ML,2020-12-04,18,7,0,11,0,0
NC,2020-12-04,107,67,0,39,0,1
PV,2020-12-04,444,229,0,215,0,0
RI,2020-12-04,54,53,0,1,0,0
VC,2020-12-04,1181,991,0,190,0,0
AN,2020-12-05,786,637,0,149,0,0
AR,2020-12-05,166,161,0,5,0,0
AS,2020-12-05,230,222,0,8,0,0
CB,2020-12-05,128,128,0,0,0,0
CE,2020-12-05,16,6,0,10,0,0
CL,2020-12-05,214,129,0,85,0,0
CM,2020-12-05,238,196,0,42,0,0
CN,2020-12-05,191,141,0,50,0,0
CT,2020-12-05,502,494,0,5,0,3
EX,2020-12-05,110,82,0,28,0,0
GA,2020-12-05,315,299,0,16,0,0
IB,2020-12-05,174,140,0,34,0,0
MC,2020-12-05,170,144,0,26,0,0
MD,2020-12-05,382,236,0,146,0,0
ML,2020-12-05,3,2,0,1,0,0
NC,2020-12-05,72,55,0,17,0,0
PV,2020-12-05,428,277,0,151,0,0
RI,2020-12-05,48,46,0,2,0,0
VC,2020-12-05,775,649,0,126,0,0
AN,2020-12-06,418,274,0,144,0,0
AR,2020-12-06,124,121,0,3,0,0
AS,2020-12-06,117,112,0,5,0,0
CB,2020-12-06,58,58,0,0,0,0
CE,2020-12-06,8,0,0,8,0,0
CL,2020-12-06,205,127,0,78,0,0
CM,2020-12-06,110,86,0,24,0,0
CN,2020-12-06,92,67,0,25,0,0
CT,2020-12-06,362,360,0,1,0,1
EX,2020-12-06,82,47,0,35,0,0
GA,2020-12-06,240,235,0,5,0,0
IB,2020-12-06,188,163,1,24,0,0
MC,2020-12-06,23,14,0,9,0,0
MD,2020-12-06,325,188,0,137,0,0
ML,2020-12-06,6,2,0,4,0,0
NC,2020-12-06,85,62,0,23,0,0
PV,2020-12-06,306,197,0,109,0,0
RI,2020-12-06,48,44,0,4,0,0
VC,2020-12-06,465,361,0,104,0,0
AN,2020-12-07,460,236,0,224,0,0
AR,2020-12-07,122,116,0,6,0,0
AS,2020-12-07,101,97,0,4,0,0
CB,2020-12-07,73,70,0,3,0,0
CE,2020-12-07,0,0,0,0,0,0
CL,2020-12-07,194,85,0,109,0,0
CM,2020-12-07,333,229,0,104,0,0
CN,2020-12-07,175,133,0,42,0,0
CT,2020-12-07,1470,1459,0,6,4,1
EX,2020-12-07,81,44,1,36,0,0
GA,2020-12-07,271,253,0,18,0,0
IB,2020-12-07,196,169,0,27,0,0
MC,2020-12-07,110,91,0,19,0,0
MD,2020-12-07,512,263,0,249,0,0
ML,2020-12-07,9,3,0,6,0,0
NC,2020-12-07,66,41,0,25,0,0
PV,2020-12-07,334,166,0,168,0,0
RI,2020-12-07,14,13,0,1,0,0
VC,2020-12-07,680,486,0,194,0,0
AN,2020-12-08,392,210,0,182,0,0
AR,2020-12-08,109,105,0,4,0,0
AS,2020-12-08,108,104,0,4,0,0
CB,2020-12-08,88,88,0,0,0,0
CE,2020-12-08,1,0,0,1,0,0
CL,2020-12-08,167,95,0,72,0,0
CM,2020-12-08,281,237,0,44,0,0
CN,2020-12-08,106,81,0,25,0,0
CT,2020-12-08,444,436,0,6,1,1
EX,2020-12-08,75,58,1,16,0,0
GA,2020-12-08,354,343,0,11,0,0
IB,2020-12-08,219,182,0,37,0,0
MC,2020-12-08,64,53,0,11,0,0
MD,2020-12-08,440,261,0,179,0,0
ML,2020-12-08,7,0,0,7,0,0
NC,2020-12-08,88,67,0,21,0,0
PV,2020-12-08,451,318,0,133,0,0
RI,2020-12-08,56,54,0,2,0,0
VC,2020-12-08,567,468,0,99,0,0
AN,2020-12-09,884,465,0,419,0,0
AR,2020-12-09,185,176,0,9,0,0
AS,2020-12-09,130,121,0,9,0,0
CB,2020-12-09,43,40,0,3,0,0
CE,2020-12-09,13,5,0,8,0,0
CL,2020-12-09,352,192,0,159,1,0
CM,2020-12-09,447,336,0,111,0,0
CN,2020-12-09,197,127,0,70,0,0
CT,2020-12-09,1889,1859,0,20,8,2
EX,2020-12-09,148,84,1,63,0,0
GA,2020-12-09,271,248,0,23,0,0
IB,2020-12-09,306,233,0,73,0,0
MC,2020-12-09,216,124,3,89,0,0
MD,2020-12-09,1783,741,0,1042,0,0
ML,2020-12-09,26,8,0,18,0,0
NC,2020-12-09,92,40,0,52,0,0
PV,2020-12-09,391,192,0,199,0,0
RI,2020-12-09,29,23,0,6,0,0
VC,2020-12-09,995,739,0,256,0,0
AN,2020-12-10,1291,915,0,376,0,0
AR,2020-12-10,307,301,0,6,0,0
AS,2020-12-10,130,126,0,4,0,0
CB,2020-12-10,106,103,0,3,0,0
CE,2020-12-10,11,1,0,10,0,0
CL,2020-12-10,498,328,0,170,0,0
CM,2020-12-10,581,435,0,146,0,0
CN,2020-12-10,238,160,0,78,0,0
CT,2020-12-10,1739,1718,0,5,11,5
EX,2020-12-10,196,137,1,55,0,3
GA,2020-12-10,405,374,0,31,0,0
IB,2020-12-10,329,265,1,63,0,0
MC,2020-12-10,224,134,0,89,0,1
MD,2020-12-10,2170,1288,0,882,0,0
ML,2020-12-10,25,8,0,17,0,0
NC,2020-12-10,113,88,0,25,0,0
PV,2020-12-10,551,315,0,236,0,0
RI,2020-12-10,55,54,0,1,0,0
VC,2020-12-10,1744,1410,0,334,0,0
AN,2020-12-11,1348,838,0,510,0,0
AR,2020-12-11,293,271,0,22,0,0
AS,2020-12-11,177,166,0,11,0,0
CB,2020-12-11,75,74,0,1,0,0
CE,2020-12-11,16,3,0,13,0,0
CL,2020-12-11,415,208,0,206,1,0
CM,2020-12-11,586,444,0,142,0,0
CN,2020-12-11,194,124,0,70,0,0
CT,2020-12-11,1834,1813,0,5,12,4
EX,2020-12-11,242,137,0,105,0,0
GA,2020-12-11,357,320,0,37,0,0
IB,2020-12-11,328,250,3,75,0,0
MC,2020-12-11,255,167,0,88,0,0
MD,2020-12-11,2574,1501,0,1073,0,0
ML,2020-12-11,14,4,0,10,0,0
NC,2020-12-11,105,67,0,38,0,0
PV,2020-12-11,593,356,0,237,0,0
RI,2020-12-11,90,87,0,3,0,0
VC,2020-12-11,1806,1404,0,402,0,0
AN,2020-12-12,823,656,0,167,0,0
AR,2020-12-12,192,190,0,2,0,0
AS,2020-12-12,96,95,0,1,0,0
CB,2020-12-12,55,55,0,0,0,0
CE,2020-12-12,6,2,0,4,0,0
CL,2020-12-12,231,134,0,97,0,0
CM,2020-12-12,337,277,0,60,0,0
CN,2020-12-12,334,247,0,87,0,0
CT,2020-12-12,775,770,0,1,0,4
EX,2020-12-12,157,90,0,65,0,2
GA,2020-12-12,390,355,0,35,0,0
IB,2020-12-12,361,299,2,60,0,0
MC,2020-12-12,158,128,0,30,0,0
MD,2020-12-12,615,347,0,268,0,0
ML,2020-12-12,6,4,0,2,0,0
NC,2020-12-12,95,76,0,19,0,0
PV,2020-12-12,436,283,0,153,0,0
RI,2020-12-12,35,35,0,0,0,0
VC,2020-12-12,1479,1184,0,295,0,0
AN,2020-12-13,415,254,0,161,0,0
AR,2020-12-13,142,139,0,3,0,0
AS,2020-12-13,143,133,0,10,0,0
CB,2020-12-13,81,81,0,0,0,0
CE,2020-12-13,2,0,0,2,0,0
CL,2020-12-13,137,79,0,58,0,0
CM,2020-12-13,230,178,0,52,0,0
CN,2020-12-13,132,102,0,30,0,0
CT,2020-12-13,608,602,0,4,1,1
EX,2020-12-13,126,58,0,68,0,0
GA,2020-12-13,322,282,0,40,0,0
IB,2020-12-13,212,158,0,54,0,0
MC,2020-12-13,80,63,0,17,0,0
MD,2020-12-13,476,260,0,216,0,0
ML,2020-12-13,1,1,0,0,0,0
NC,2020-12-13,68,57,0,11,0,0
PV,2020-12-13,322,191,0,131,0,0
RI,2020-12-13,28,28,0,0,0,0
VC,2020-12-13,712,551,0,161,0,0
AN,2020-12-14,917,434,0,483,0,0
AR,2020-12-14,195,181,0,14,0,0
AS,2020-12-14,125,113,0,12,0,0
CB,2020-12-14,71,68,0,2,0,1
CE,2020-12-14,16,2,0,14,0,0
CL,2020-12-14,304,178,0,125,1,0
CM,2020-12-14,485,312,0,173,0,0
CN,2020-12-14,124,52,0,72,0,0
CT,2020-12-14,2259,2237,0,12,2,8
EX,2020-12-14,275,132,1,141,0,1
GA,2020-12-14,301,251,0,50,0,0
IB,2020-12-14,390,294,4,92,0,0
MC,2020-12-14,211,98,0,112,0,1
MD,2020-12-14,2001,799,0,1202,0,0
ML,2020-12-14,26,18,0,8,0,0
NC,2020-12-14,108,68,0,40,0,0
PV,2020-12-14,398,184,0,214,0,0
RI,2020-12-14,39,38,0,1,0,0
VC,2020-12-14,1624,1187,0,437,0,0
AN,2020-12-15,1341,928,0,413,0,0
AR,2020-12-15,264,254,0,10,0,0
AS,2020-12-15,117,113,0,4,0,0
CB,2020-12-15,84,83,0,1,0,0
CE,2020-12-15,7,3,0,4,0,0
CL,2020-12-15,425,291,0,133,1,0
CM,2020-12-15,661,499,0,162,0,0
CN,2020-12-15,314,225,0,89,0,0
CT,2020-12-15,2217,2198,0,9,8,2
EX,2020-12-15,342,197,0,145,0,0
GA,2020-12-15,433,390,0,43,0,0
IB,2020-12-15,477,373,3,101,0,0
MC,2020-12-15,182,99,0,82,0,1
MD,2020-12-15,2445,1484,0,961,0,0
ML,2020-12-15,32,16,0,16,0,0
NC,2020-12-15,96,73,0,23,0,0
PV,2020-12-15,599,371,0,228,0,0
RI,2020-12-15,51,51,0,0,0,0
VC,2020-12-15,2061,1635,0,426,0,0
AN,2020-12-16,1176,773,0,403,0,0
AR,2020-12-16,219,211,0,8,0,0
AS,2020-12-16,96,89,0,7,0,0
CB,2020-12-16,77,75,0,2,0,0
CE,2020-12-16,6,1,0,5,0,0
CL,2020-12-16,346,226,0,119,1,0
CM,2020-12-16,662,535,0,125,2,0
CN,2020-12-16,227,161,0,66,0,0
CT,2020-12-16,2042,2017,0,10,11,4
EX,2020-12-16,348,172,0,176,0,0
GA,2020-12-16,447,397,0,50,0,0
IB,2020-12-16,566,452,0,114,0,0
MC,2020-12-16,209,134,0,75,0,0
MD,2020-12-16,2379,1423,0,956,0,0
ML,2020-12-16,22,5,0,17,0,0
NC,2020-12-16,126,103,0,23,0,0
PV,2020-12-16,403,204,0,199,0,0
RI,2020-12-16,47,46,0,1,0,0
VC,2020-12-16,2320,1823,0,497,0,0
AN,2020-12-17,1106,783,0,323,0,0
AR,2020-12-17,177,168,0,9,0,0
AS,2020-12-17,92,88,0,4,0,0
CB,2020-12-17,75,71,0,4,0,0
CE,2020-12-17,7,1,0,6,0,0
CL,2020-12-17,301,202,0,99,0,0
CM,2020-12-17,565,450,0,115,0,0
CN,2020-12-17,284,209,0,75,0,0
CT,2020-12-17,2019,1994,0,12,12,1
EX,2020-12-17,294,162,0,131,0,1
GA,2020-12-17,423,381,0,42,0,0
IB,2020-12-17,537,397,7,133,0,0
MC,2020-12-17,197,115,0,82,0,0
MD,2020-12-17,2121,1194,0,927,0,0
ML,2020-12-17,27,7,0,20,0,0
NC,2020-12-17,64,51,0,13,0,0
PV,2020-12-17,465,290,0,175,0,0
RI,2020-12-17,76,73,0,3,0,0
VC,2020-12-17,2117,1637,0,480,0,0
AN,2020-12-18,1179,817,0,362,0,0
AR,2020-12-18,231,229,0,2,0,0
AS,2020-12-18,97,89,0,8,0,0
CB,2020-12-18,71,69,0,2,0,0
CE,2020-12-18,3,2,0,1,0,0
CL,2020-12-18,330,185,0,145,0,0
CM,2020-12-18,712,541,0,170,1,0
CN,2020-12-18,211,139,0,71,0,1
CT,2020-12-18,2241,2216,0,13,7,5
EX,2020-12-18,380,245,0,135,0,0
GA,2020-12-18,419,376,0,43,0,0
IB,2020-12-18,575,453,2,120,0,0
MC,2020-12-18,213,137,0,74,2,0
MD,2020-12-18,2521,1527,0,994,0,0
ML,2020-12-18,3,1,0,2,0,0
NC,2020-12-18,99,55,0,44,0,0
PV,2020-12-18,452,231,0,221,0,0
RI,2020-12-18,52,49,0,3,0,0
VC,2020-12-18,2403,1880,0,523,0,0
AN,2020-12-19,682,509,0,173,0,0
AR,2020-12-19,175,167,0,8,0,0
AS,2020-12-19,61,57,0,4,0,0
CB,2020-12-19,32,31,0,1,0,0
CE,2020-12-19,1,0,0,1,0,0
CL,2020-12-19,193,133,0,60,0,0
CM,2020-12-19,352,293,0,59,0,0
CN,2020-12-19,250,202,0,47,0,1
CT,2020-12-19,1025,1012,0,12,1,0
EX,2020-12-19,245,164,1,79,0,1
GA,2020-12-19,289,275,0,14,0,0
IB,2020-12-19,413,330,0,83,0,0
MC,2020-12-19,155,128,0,27,0,0
MD,2020-12-19,753,497,0,256,0,0
ML,2020-12-19,4,4,0,0,0,0
NC,2020-12-19,72,46,0,26,0,0
PV,2020-12-19,314,186,0,128,0,0
RI,2020-12-19,87,87,0,0,0,0
VC,2020-12-19,1821,1473,0,348,0,0
AN,2020-12-20,334,177,0,157,0,0
AR,2020-12-20,101,95,0,6,0,0
AS,2020-12-20,72,72,0,0,0,0
CB,2020-12-20,51,49,0,2,0,0
CE,2020-12-20,2,1,0,1,0,0
CL,2020-12-20,89,59,0,30,0,0
CM,2020-12-20,215,156,0,59,0,0
CN,2020-12-20,124,91,0,33,0,0
CT,2020-12-20,710,702,0,8,0,0
EX,2020-12-20,180,100,0,80,0,0
GA,2020-12-20,275,255,0,20,0,0
IB,2020-12-20,353,261,1,91,0,0
MC,2020-12-20,34,25,0,9,0,0
MD,2020-12-20,573,303,0,270,0,0
ML,2020-12-20,3,1,0,2,0,0
NC,2020-12-20,56,45,0,11,0,0
PV,2020-12-20,266,153,0,113,0,0
RI,2020-12-20,29,28,0,1,0,0
VC,2020-12-20,900,653,0,247,0,0
AN,2020-12-21,913,469,0,444,0,0
AR,2020-12-21,165,155,0,10,0,0
AS,2020-12-21,77,66,0,11,0,0
CB,2020-12-21,62,59,0,3,0,0
CE,2020-12-21,4,1,0,3,0,0
CL,2020-12-21,225,140,0,85,0,0
CM,2020-12-21,560,363,0,197,0,0
CN,2020-12-21,148,88,0,60,0,0
CT,2020-12-21,2731,2713,0,12,6,0
EX,2020-12-21,370,226,0,144,0,0
GA,2020-12-21,235,197,0,38,0,0
IB,2020-12-21,493,354,1,138,0,0
MC,2020-12-21,208,98,0,110,0,0
MD,2020-12-21,2301,956,0,1345,0,0
ML,2020-12-21,22,1,0,21,0,0
NC,2020-12-21,80,48,0,32,0,0
PV,2020-12-21,295,146,0,149,0,0
RI,2020-12-21,27,26,0,1,0,0
VC,2020-12-21,2051,1465,0,586,0,0
AN,2020-12-22,1158,740,0,418,0,0
AR,2020-12-22,210,194,0,16,0,0
AS,2020-12-22,100,95,0,5,0,0
CB,2020-12-22,60,55,0,5,0,0
CE,2020-12-22,9,2,0,7,0,0
CL,2020-12-22,331,230,0,98,3,0
CM,2020-12-22,743,590,0,153,0,0
CN,2020-12-22,239,165,0,74,0,0
CT,2020-12-22,2745,2721,0,16,7,1
EX,2020-12-22,414,257,0,157,0,0
GA,2020-12-22,378,334,0,44,0,0
IB,2020-12-22,601,488,0,113,0,0
MC,2020-12-22,269,148,0,121,0,0
MD,2020-12-22,2758,1668,0,1090,0,0
ML,2020-12-22,20,6,0,14,0,0
NC,2020-12-22,78,44,0,34,0,0
PV,2020-12-22,463,255,0,208,0,0
RI,2020-12-22,69,68,0,1,0,0
VC,2020-12-22,2746,2112,0,634,0,0
AN,2020-12-23,1314,815,0,499,0,0
AR,2020-12-23,159,149,0,10,0,0
AS,2020-12-23,96,89,0,7,0,0
CB,2020-12-23,74,71,0,3,0,0
CE,2020-12-23,5,0,0,5,0,0
CL,2020-12-23,315,171,0,144,0,0
CM,2020-12-23,895,665,0,230,0,0
CN,2020-12-23,200,137,0,62,0,1
CT,2020-12-23,2689,2666,0,10,13,0
EX,2020-12-23,573,349,0,224,0,0
GA,2020-12-23,506,449,0,57,0,0
IB,2020-12-23,508,381,2,125,0,0
MC,2020-12-23,290,163,0,126,0,1
MD,2020-12-23,3158,1869,0,1289,0,0
ML,2020-12-23,19,4,0,15,0,0
NC,2020-12-23,126,90,0,36,0,0
PV,2020-12-23,406,219,0,187,0,0
RI,2020-12-23,88,86,0,2,0,0
VC,2020-12-23,3024,2343,0,681,0,0
AN,2020-12-24,939,592,0,347,0,0
AR,2020-12-24,351,347,0,4,0,0
AS,2020-12-24,60,56,0,4,0,0
CB,2020-12-24,59,56,0,3,0,0
CE,2020-12-24,1,0,0,1,0,0
CL,2020-12-24,227,140,0,87,0,0
CM,2020-12-24,550,441,0,109,0,0
CN,2020-12-24,203,155,0,48,0,0
CT,2020-12-24,2426,2402,0,18,5,1
EX,2020-12-24,289,126,0,162,0,1
GA,2020-12-24,409,355,0,54,0,0
IB,2020-12-24,361,263,0,98,0,0
MC,2020-12-24,247,151,0,96,0,0
MD,2020-12-24,947,656,0,291,0,0
ML,2020-12-24,4,1,0,3,0,0
NC,2020-12-24,103,71,0,32,0,0
PV,2020-12-24,392,219,0,173,0,0
RI,2020-12-24,64,62,0,2,0,0
VC,2020-12-24,2342,1860,0,482,0,0
AN,2020-12-25,435,259,0,176,0,0
AR,2020-12-25,134,131,0,3,0,0
AS,2020-12-25,56,56,0,0,0,0
CB,2020-12-25,67,66,0,1,0,0
CE,2020-12-25,2,0,0,2,0,0
CL,2020-12-25,98,43,0,55,0,0
CM,2020-12-25,299,212,0,87,0,0
CN,2020-12-25,162,143,0,19,0,0
CT,2020-12-25,755,752,0,3,0,0
EX,2020-12-25,159,34,0,125,0,0
GA,2020-12-25,315,292,0,23,0,0
IB,2020-12-25,280,225,0,55,0,0
MC,2020-12-25,100,79,0,21,0,0
MD,2020-12-25,488,294,0,194,0,0
ML,2020-12-25,10,0,0,10,0,0
NC,2020-12-25,83,66,0,17,0,0
PV,2020-12-25,217,142,0,75,0,0
RI,2020-12-25,27,26,0,1,0,0
VC,2020-12-25,1119,875,0,244,0,0
AN,2020-12-26,578,307,0,271,0,0
AR,2020-12-26,108,106,0,2,0,0
AS,2020-12-26,57,53,0,4,0,0
CB,2020-12-26,65,62,0,3,0,0
CE,2020-12-26,10,1,0,9,0,0
CL,2020-12-26,183,90,0,93,0,0
CM,2020-12-26,304,201,0,103,0,0
CN,2020-12-26,126,99,0,27,0,0
CT,2020-12-26,977,969,0,7,1,0
EX,2020-12-26,339,205,0,134,0,0
GA,2020-12-26,272,250,0,22,0,0
IB,2020-12-26,479,408,0,71,0,0
MC,2020-12-26,166,99,0,67,0,0
MD,2020-12-26,843,460,0,383,0,0
ML,2020-12-26,2,0,0,2,0,0
NC,2020-12-26,73,53,0,20,0,0
PV,2020-12-26,209,107,0,102,0,0
RI,2020-12-26,52,50,0,2,0,0
VC,2020-12-26,1517,1103,0,414,0,0
AN,2020-12-27,551,312,0,239,0,0
AR,2020-12-27,148,142,0,6,0,0
AS,2020-12-27,82,74,0,8,0,0
CB,2020-12-27,73,67,0,6,0,0
CE,2020-12-27,16,1,0,15,0,0
CL,2020-12-27,161,74,0,87,0,0
CM,2020-12-27,300,220,0,80,0,0
CN,2020-12-27,133,91,0,42,0,0
CT,2020-12-27,911,903,0,8,0,0
EX,2020-12-27,229,87,0,142,0,0
GA,2020-12-27,305,282,0,23,0,0
IB,2020-12-27,341,285,0,56,0,0
MC,2020-12-27,100,73,0,27,0,0
MD,2020-12-27,808,444,0,364,0,0
ML,2020-12-27,3,0,0,3,0,0
NC,2020-12-27,61,41,0,20,0,0
PV,2020-12-27,284,188,0,96,0,0
RI,2020-12-27,39,38,0,1,0,0
VC,2020-12-27,1435,1106,0,329,0,0
AN,2020-12-28,1267,575,0,692,0,0
AR,2020-12-28,282,261,0,21,0,0
AS,2020-12-28,73,56,0,17,0,0
CB,2020-12-28,64,61,0,3,0,0
CE,2020-12-28,14,1,0,13,0,0
CL,2020-12-28,343,167,0,176,0,0
CM,2020-12-28,779,540,0,239,0,0
CN,2020-12-28,246,174,0,72,0,0
CT,2020-12-28,3627,3600,0,19,8,0
EX,2020-12-28,545,269,1,273,0,2
GA,2020-12-28,382,338,0,43,1,0
IB,2020-12-28,514,397,0,117,0,0
MC,2020-12-28,375,184,0,191,0,0
MD,2020-12-28,3235,1296,0,1939,0,0
ML,2020-12-28,37,5,0,32,0,0
NC,2020-12-28,111,63,0,48,0,0
PV,2020-12-28,323,154,0,169,0,0
RI,2020-12-28,35,34,0,1,0,0
VC,2020-12-28,2810,2000,0,810,0,0
AN,2020-12-29,1791,1089,0,702,0,0
AR,2020-12-29,422,402,0,20,0,0
AS,2020-12-29,144,127,0,17,0,0
CB,2020-12-29,113,110,0,3,0,0
CE,2020-12-29,22,3,0,19,0,0
CL,2020-12-29,511,302,0,209,0,0
CM,2020-12-29,1032,744,0,288,0,0
CN,2020-12-29,282,203,0,79,0,0
CT,2020-12-29,3821,3790,0,19,11,1
EX,2020-12-29,803,451,0,352,0,0
GA,2020-12-29,436,387,0,49,0,0
IB,2020-12-29,596,445,0,151,0,0
MC,2020-12-29,484,241,0,243,0,0
MD,2020-12-29,4070,2290,0,1780,0,0
ML,2020-12-29,18,9,0,9,0,0
NC,2020-12-29,135,75,0,60,0,0
PV,2020-12-29,477,271,0,206,0,0
RI,2020-12-29,114,105,0,9,0,0
VC,2020-12-29,3578,2697,0,881,0,0
AN,2020-12-30,1990,1151,0,839,0,0
AR,2020-12-30,460,440,0,20,0,0
AS,2020-12-30,125,105,0,20,0,0
CB,2020-12-30,105,100,0,5,0,0
CE,2020-12-30,16,1,0,15,0,0
CL,2020-12-30,576,291,0,285,0,0
CM,2020-12-30,1377,848,0,529,0,0
